ID,gene,t,P.Value,F1,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,logFC,AveExpr
cg22813950,FZD10,11.47876986,1.47E-28,0.807661612,12,130645566,F,I,TSS1500,island,TSS1500-island,chr12:130645327-130648988,,,,,,0.212945846,0.301100212
cg03752218,TAL1,11.47543546,1.52E-28,0.843930636,1,47696788,F,I,TSS1500,island,TSS1500-island,chr1:47696504-47698197,TRUE,TRUE,,,,0.227048952,0.283805852
cg07150445,FOXG1,11.47218567,1.58E-28,0.844401867,14,29235448,R,II,TSS1500,island,TSS1500-island,chr14:29234889-29235908,,TRUE,,,,0.218305515,0.295879149
cg19904463,FABP5,11.46804649,1.64E-28,0.80952381,8,82192606,F,II,TSS200,island,TSS200-island,chr8:82192378-82193685,TRUE,,,rs74610997,,0.257308823,0.302119242
cg24543696,DKK3,11.45867189,1.80E-28,0.808000786,11,12031046,F,I,TSS1500,shore,TSS1500-shore,chr11:12029737-12030841,TRUE,,,rs11022111,,0.27341453,0.417251489
cg25486143,RASSF1,11.45132999,1.94E-28,0.817428428,3,50378527,F,I,TSS200,island,TSS200-island,chr3:50377803-50378540,TRUE,,,,,0.246889804,0.398610839
cg11835068,AJAP1,11.43997621,2.18E-28,0.834272683,1,4714974,F,I,TSS200,island,TSS200-island,chr1:4713989-4716555,,,,rs61765001,,0.243861679,0.319670237
cg12041056,MIAT,11.43358294,2.32E-28,0.826979472,22,27053247,R,I,TSS1500,island,TSS1500-island,chr22:27053081-27053629,TRUE,,high-CpG:25383212-25383392,,,0.280064623,0.313661249
cg19433435,FEZ1,11.42235304,2.60E-28,0.841590812,11,125366590,F,II,TSS1500,shore,TSS1500-shore,chr11:125365137-125366319,,,,,,0.203614637,0.642053559
cg26573704,ADAMTS12,11.40710304,3.03E-28,0.811292719,5,33892223,R,II,TSS200,island,TSS200-island,chr5:33892191-33892403,TRUE,,high-CpG:33927847-33928066,,,0.375576224,0.410433405
cg22549041,CYP1A1,11.40156999,3.20E-28,0.828915663,15,75019251,F,I,TSS1500,island,TSS1500-island,chr15:75018186-75019336,,,,rs3809585,,0.263093678,0.527686307
cg21543589,COX4I2,11.40130088,3.21E-28,0.83908936,20,30225685,F,I,TSS200,island,TSS200-island,chr20:30225572-30225852,,,,,,0.191204265,0.653792473
cg12966367,RASSF1,11.39708209,3.35E-28,0.807999481,3,50378407,R,II,TSS200,island,TSS200-island,chr3:50377803-50378540,TRUE,,,,,0.298356508,0.434945978
cg11516377,DPH1,11.39345709,3.48E-28,0.801948052,17,1933153,R,II,TSS1500,island,TSS1500-island,chr17:1933138-1933852,,,,,,0.25220444,0.362520956
cg17073859,EDNRA,11.3903356,3.59E-28,0.824864586,4,148401828,R,I,TSS1500,shore,TSS1500-shore,chr4:148402198-148402760,,,,,,0.129798943,0.729340471
cg06329574,FGF3,11.38452341,3.80E-28,0.801092044,11,69634334,F,I,TSS200,island,TSS200-island,chr11:69632033-69634710,,,,,,0.242975864,0.398504492
cg10016380,EDNRB,11.38126722,3.93E-28,0.816568047,13,78493313,F,II,TSS1500,island,TSS1500-island,chr13:78492425-78493382,,TRUE,,,,0.287816053,0.30892509
cg10440011,DPH1,11.37572911,4.15E-28,0.85849736,17,1933183,R,I,TSS1500,island,TSS1500-island,chr17:1933138-1933852,,,,,,0.212344885,0.602590235
cg20142271,PRDM8,11.36650746,4.55E-28,0.842257598,4,81106287,F,I,TSS200,shore,TSS200-shore,chr4:81104761-81105527,TRUE,,,rs1996453,,0.249174592,0.267868747
cg24928391,SOX17,11.36632204,4.56E-28,0.827997115,8,55370336,R,I,TSS200,island,TSS200-island,chr8:55370170-55372525,TRUE,,,,,0.285452192,0.344653573
cg02305242,FLRT2,11.36520561,4.61E-28,0.858773181,14,85996202,R,I,TSS1500,shore,TSS1500-shore,chr14:85996494-85996958,,,,,,0.247186806,0.302155169
cg20248866,PCYT2,11.3649178,4.63E-28,0.822908081,17,79869748,R,II,TSS1500,island,TSS1500-island,chr17:79868687-79869811,,,,,,0.193505701,0.426855008
cg04205107,PLD5,11.3609255,4.82E-28,0.833819242,1,242688320,R,I,TSS1500,island,TSS1500-island,chr1:242687922-242688682,TRUE,,,,,0.198458964,0.221321347
cg03573068,SLC6A5,11.34505252,5.65E-28,0.824815271,11,20620287,F,II,TSS1500,shore,TSS1500-shore,chr11:20618197-20619920,,,,,,0.277113395,0.41985501
cg18541581,CHD8,11.34458496,5.67E-28,0.829401774,14,21905982,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.117197588,0.462023783
cg11871421,FBXO39,11.34042102,5.91E-28,0.807749627,17,6679476,R,II,TSS200,island,TSS200-island,chr17:6679205-6679710,,TRUE,,,,0.304875875,0.385910441
cg06708720,ERC1,11.33220217,6.42E-28,0.823688272,12,1099075,F,II,TSS1500,shore,TSS1500-shore,chr12:1099557-1100785,TRUE,,,,,0.170815719,0.294411919
cg17339147,WNT2,11.31622952,7.53E-28,0.82278481,7,116963500,F,II,TSS200,island,TSS200-island,chr7:116962841-116964803,,,,,,0.240342711,0.290709171
cg01616926,PITX2,11.31599533,7.55E-28,0.814674453,4,111558602,R,I,TSS200,shore,TSS200-shore,chr4:111560563-111560808,TRUE,,,,,0.213019527,0.302517135
cg15114672,VCAN,11.30142878,8.73E-28,0.84274633,5,82766884,R,II,TSS1500,shore,TSS1500-shore,chr5:82768387-82769268,,,,,,0.286757255,0.458566279
cg17214381,ZFP42,11.29407604,9.39E-28,0.823806533,4,188916668,R,I,TSS1500,island,TSS1500-island,chr4:188916605-188916876,,,,,,0.290194043,0.397703775
cg21239311,NR2E1,11.29396153,9.40E-28,0.848920863,6,108486007,R,I,TSS1500,island,TSS1500-island,chr6:108485671-108490539,,,,,,0.220178447,0.256541741
cg25670330,FOXL2,11.27937045,1.09E-27,0.807548145,3,138665984,F,I,TSS200,island,TSS200-island,chr3:138663718-138666346,,,,,,0.307793914,0.366976317
cg11924019,CYP1A1,11.26970067,1.20E-27,0.844475721,15,75019283,R,II,TSS1500,island,TSS1500-island,chr15:75018186-75019336,,,,,,0.193834704,0.613820974
cg26261793,DNM3,11.26107576,1.30E-27,0.857142857,1,171810543,R,I,TSS200,island,TSS200-island,chr1:171810467-171811325,,,,,rs72080439,0.281582663,0.286700806
cg19064523,TWIST1,11.25976915,1.32E-27,0.826064863,7,19158210,F,II,TSS1500,shore,TSS1500-shore,chr7:19156050-19158042,,,,,,0.175637103,0.615035104
cg19764143,SIX6,11.2550257,1.39E-27,0.857009054,14,60974499,F,II,TSS1500,shore,TSS1500-shore,chr14:60975732-60978180,,TRUE,,rs76722942,,0.245783974,0.457167736
cg14985989,MADCAM1,11.24875541,1.47E-27,0.830612511,19,496428,R,I,TSS200,island,TSS200-island,chr19:496158-496481,TRUE,,,,,0.259083957,0.300186044
cg17372806,RTN3,11.24552886,1.52E-27,0.815006468,11,63448356,F,II,TSS1500,shore,TSS1500-shore,chr11:63448704-63449386,,,,,rs78400327,0.208489423,0.64866171
cg14710465,VANGL2,11.23643888,1.67E-27,0.824439288,1,160369869,R,I,TSS1500,shore,TSS1500-shore,chr1:160370112-160370658,TRUE,,,,,0.259419962,0.613237568
cg14044120,ENTPD2,11.23609491,1.67E-27,0.847058824,9,139949577,F,II,TSS1500,shore,TSS1500-shore,chr9:139947906-139948937,,TRUE,,,,0.189661642,0.65255552
cg03860890,EGFR,11.23554708,1.68E-27,0.853868195,7,55086288,F,II,TSS1500,island,TSS1500-island,chr7:55086141-55088105,,,,rs33944727,,0.228485995,0.280364578
cg18467168,IQSEC1,11.22645563,1.84E-27,0.847625797,3,13114803,R,I,TSS200,island,TSS200-island,chr3:13114627-13115245,TRUE,TRUE,high-CpG:13089547-13089986,,,0.261085313,0.289222891
cg14931230,LYPD5,11.21733454,2.01E-27,0.823529412,19,44324901,F,I,TSS200,island,TSS200-island,chr19:44324436-44325009,,,,,,0.198518787,0.236968153
cg14202325,IQSEC1,11.21660807,2.03E-27,0.80952381,3,13115107,F,II,TSS1500,island,TSS1500-island,chr3:13114627-13115245,,TRUE,,,,0.293346378,0.354281911
cg10171347,NKX6-2,11.21095404,2.15E-27,0.822076525,10,134600301,F,II,TSS1500,island,TSS1500-island,chr10:134597357-134602649,,,,,,0.253288383,0.314002389
cg09328283,CACNA1C,11.19650562,2.48E-27,0.837375746,12,2161288,F,I,TSS1500,shelf,TSS1500-shelf,chr12:2163289-2163548,TRUE,,,,,0.142593983,0.398873181
cg03757145,CDKL2,11.19399205,2.54E-27,0.817589684,4,76555832,F,I,TSS200,island,TSS200-island,chr4:76555366-76556079,TRUE,TRUE,,,,0.251670408,0.326333812
cg23676682,GRIA4,11.19062932,2.62E-27,0.830654161,11,105480792,R,I,TSS200,shore,TSS200-shore,chr11:105481126-105481422,,,,,,0.189704442,0.255361847
cg02920216,CHODL,11.17958562,2.93E-27,0.890429958,21,19616939,R,II,TSS1500,shore,TSS1500-shore,chr21:19617098-19617874,,,,,,0.236162102,0.540919101
cg02631462,LYPD5,11.17886245,2.95E-27,0.810506202,19,44324856,R,I,TSS200,island,TSS200-island,chr19:44324436-44325009,,,,,,0.215295083,0.320250771
cg03732545,CNTN2,11.173065,3.12E-27,0.839530697,1,205012130,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,,,,,0.223257162,0.398069734
cg03263618,CALN1,11.17011921,3.21E-27,0.820879536,7,71802574,R,II,TSS1500,island,TSS1500-island,chr7:71800757-71802768,,,,,,0.219840132,0.292273202
cg09676669,AQP1,11.16979272,3.22E-27,0.831184408,7,30951272,R,II,TSS200,opensea,TSS200-opensea,,,,,,,0.206353647,0.445698227
cg05215272,ALOX12,11.15534143,3.72E-27,0.813715455,17,6899095,R,II,TSS1500,island,TSS1500-island,chr17:6898820-6900427,TRUE,TRUE,,,,0.194458842,0.483216909
cg00785170,PHLDA3,11.1490155,3.96E-27,0.83657634,1,201438757,F,II,TSS1500,shore,TSS1500-shore,chr1:201437519-201438648,,,,,,0.242705339,0.388175768
cg24391460,MAGI2,11.14064036,4.30E-27,0.850792332,7,79084166,R,I,TSS1500,shore,TSS1500-shore,chr7:79082174-79082427,,,,,,0.218811889,0.540736712
cg11701621,WNT1,11.13520256,4.54E-27,0.85418666,12,49371751,F,II,TSS1500,island,TSS1500-island,chr12:49371690-49375550,,,,,,0.241993987,0.494449208
cg03547181,ADORA1,11.09986639,6.43E-27,0.842078835,1,203096683,R,II,TSS200,shore,TSS200-shore,chr1:203097233-203097496,TRUE,TRUE,,,,0.251648132,0.444449547
cg15635368,INPP1,11.09768138,6.57E-27,0.812813831,2,191208116,R,II,TSS200,shore,TSS200-shore,chr2:191208306-191209000,TRUE,,,,,0.228319205,0.294815392
cg13434989,EDNRB,11.09347338,6.84E-27,0.847270971,13,78493305,F,II,TSS1500,island,TSS1500-island,chr13:78492425-78493382,,TRUE,,,,0.289372097,0.312874605
cg26460471,GRP,11.08397575,7.51E-27,0.823529412,18,56887271,R,I,TSS200,island,TSS200-island,chr18:56887091-56887665,,TRUE,,,,0.257143621,0.276969962
cg18580296,MEOX2,11.08070159,7.76E-27,0.815071514,7,15726411,R,II,TSS200,opensea,TSS200-opensea,,,,,rs917442,,0.202070625,0.297185202
cg22831607,SFRP5,11.07723473,8.03E-27,0.833819242,10,99531797,F,I,TSS200,island,TSS200-island,chr10:99531025-99531968,TRUE,,,,,0.334578096,0.374926255
cg01258751,SIM1,11.07154691,8.49E-27,0.809354219,6,100911949,F,II,TSS1500,shore,TSS1500-shore,chr6:100912071-100913337,TRUE,TRUE,,,,0.235326322,0.480249706
cg01194538,CYB5R3,11.05738529,9.76E-27,0.817183676,22,43043270,F,II,TSS1500,shore,TSS1500-shore,chr22:43045009-43045679,,,,,,0.209958255,0.453492028
cg15778437,PAX6,11.04192171,1.14E-26,0.826979472,11,31839521,F,I,TSS200,island,TSS200-island,chr11:31839363-31839813,,,,,,0.259706162,0.294222248
cg13991233,GAS7,11.0301523,1.27E-26,0.833460852,17,10102558,R,II,TSS1500,shore,TSS1500-shore,chr17:10101034-10102440,TRUE,,,,,0.27078789,0.356536863
cg00814733,CCND2,10.99365981,1.82E-26,0.800929512,12,4382051,R,I,TSS1500,island,TSS1500-island,chr12:4378366-4382222,,TRUE,,,,0.240188538,0.300835391
cg16341159,DLG4,10.98917559,1.90E-26,0.844238178,17,7121370,R,II,TSS1500,shore,TSS1500-shore,chr17:7123038-7123718,TRUE,,,,,0.161745873,0.217618097
cg27246282,IQSEC1,10.98872015,1.91E-26,0.80316311,3,13114797,F,I,TSS200,island,TSS200-island,chr3:13114627-13115245,TRUE,TRUE,high-CpG:13089547-13089986,,,0.233647316,0.295380453
cg02768162,TMEM119,10.98299215,2.02E-26,0.840123882,12,108992148,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,,,,,0.170216245,0.609282494
cg22027433,ERN1,10.98177176,2.05E-26,0.828696925,17,62208049,F,II,TSS1500,island,TSS1500-island,chr17:62206971-62208050,,,,,,0.322053141,0.452128071
cg23039189,PPFIBP2,10.97862028,2.11E-26,0.827794562,11,7534028,F,II,TSS1500,shore,TSS1500-shore,chr11:7534554-7535727,,,,,,0.205755481,0.233884212
cg04623955,DIO3,10.97518115,2.18E-26,0.802168022,14,102026376,F,II,TSS1500,island,TSS1500-island,chr14:102025989-102031567,,,,,,0.253490934,0.335016001
cg26351229,ADCY8,10.96938603,2.31E-26,0.80952381,8,132053780,F,I,TSS1500,island,TSS1500-island,chr8:132052203-132054749,,,high-CpG:132122940-132122994,,,0.159487138,0.265286278
cg18721406,FGF9,10.95917938,2.55E-26,0.876404494,13,22243780,R,II,TSS1500,island,TSS1500-island,chr13:22243259-22245362,,,,,,0.241703589,0.254452788
cg14060496,BHLHE23,10.94460323,2.94E-26,0.826979472,20,61638518,F,I,TSS200,island,TSS200-island,chr20:61636171-61639055,,,,rs8114056,,0.255635354,0.288915445
cg13077519,HTR1B,10.93336952,3.28E-26,0.811292719,6,78174007,F,II,TSS1500,island,TSS1500-island,chr6:78172231-78174088,,,,,,0.248941589,0.324603595
cg12405136,MRGPRF,10.92751102,3.47E-26,0.839901478,11,68781357,R,II,TSS1500,shelf,TSS1500-shelf,chr11:68778569-68778851,,,,,,0.240839144,0.456502568
cg02832357,STAT5B,10.92116403,3.69E-26,0.804347826,17,40429406,F,II,TSS1500,shore,TSS1500-shore,chr17:40427951-40429036,,,,,,0.143126176,0.186143312
cg19459876,ASCL2,10.91082023,4.08E-26,0.80239521,11,2292477,R,II,TSS1500,island,TSS1500-island,chr11:2290104-2292932,,,,,,0.282352609,0.348852334
cg11453712,PHPT1,10.90634705,4.26E-26,0.830409357,9,139741803,F,II,TSS1500,island,TSS1500-island,chr9:139738276-139744618,,,,,,0.255745899,0.314555698
cg04167903,HOXA1,10.90086279,4.50E-26,0.825256975,7,27135746,R,II,TSS200,island,TSS200-island,chr7:27135342-27136736,,TRUE,high-CpG:27102197-27102513,,,0.267670899,0.282789245
cg03461678,ZNHIT1,10.89659342,4.69E-26,0.828018819,7,100859600,R,II,TSS1500,shore,TSS1500-shore,chr7:100860297-100861029,,,,,,0.120389805,0.657325029
cg17078686,POU3F3,10.89610167,4.71E-26,0.828696925,2,105471965,F,II,TSS200,island,TSS200-island,chr2:105468851-105473488,,,high-CpG:104838177-104838501,,,0.28580318,0.37279755
cg16654801,EMX2,10.89197079,4.90E-26,0.834443875,10,119301763,R,I,TSS200,island,TSS200-island,chr10:119301321-119305368,,,,,,0.199038797,0.278698241
cg04564030,CDH7,10.89018242,4.99E-26,0.816568047,18,63417392,F,II,TSS1500,shore,TSS1500-shore,chr18:63417775-63418640,,,,,,0.281902547,0.322395686
cg11885098,EFNA2,10.88076422,5.46E-26,0.803306354,19,1285397,R,II,TSS1500,shelf,TSS1500-shelf,chr19:1287416-1287885,,,,,,0.2088145,0.500347397
cg22589628,DBX2,10.87897862,5.56E-26,0.837727937,12,45445385,F,II,TSS1500,island,TSS1500-island,chr12:45444202-45445386,,,,,,0.196045193,0.285973969
cg26009192,SCTR,10.87507319,5.77E-26,0.864864865,2,120282200,F,I,TSS200,island,TSS200-island,chr2:120281661-120282211,,,,,,0.187090823,0.594497883
cg19540689,VCAN,10.86955965,6.09E-26,0.81305638,5,82767297,R,II,TSS200,shore,TSS200-shore,chr5:82768387-82769268,TRUE,,,,rs73146665,0.283889715,0.285250059
cg14515453,TWIST1,10.85347754,7.12E-26,0.831476494,7,19158041,F,II,TSS1500,island,TSS1500-island,chr7:19156050-19158042,TRUE,,,,,0.219155804,0.474040828
cg17863912,HOXD8,10.84227995,7.93E-26,0.800233484,2,176994362,R,II,TSS200,island,TSS200-island,chr2:176993479-176995557,TRUE,TRUE,,,,0.243671817,0.324773815
cg08234618,TF,10.83637844,8.40E-26,0.861162696,3,133464842,R,II,TSS200,shore,TSS200-shore,chr3:133464949-133465420,,,,,,0.203360588,0.751087399
cg02767771,UTF1,10.83536626,8.48E-26,0.840390879,10,135043492,R,I,TSS1500,island,TSS1500-island,chr10:135043221-135044560,,,,,,0.267546045,0.296635945
cg00997551,RSPO2,10.83478972,8.53E-26,0.880169731,8,109096151,F,II,TSS1500,shore,TSS1500-shore,chr8:109094485-109095849,TRUE,,,,,0.269925097,0.523777325
cg10429922,GREM1,10.82141683,9.70E-26,0.807749627,15,33010143,R,I,TSS200,island,TSS200-island,chr15:33009530-33011696,TRUE,,,,,0.203714831,0.241104549
cg16713743,OLIG2,10.82100603,9.74E-26,0.864024084,21,34397135,F,II,TSS1500,island,TSS1500-island,chr21:34395128-34400245,,TRUE,,,,0.229970294,0.323936739
cg18710462,NR2E1,10.80627458,1.12E-25,0.832116788,6,108486123,F,I,TSS1500,island,TSS1500-island,chr6:108485671-108490539,,TRUE,,,,0.165016053,0.213850637
cg10043865,LHX1,10.79078923,1.30E-25,0.80239521,17,35294481,R,I,TSS200,island,TSS200-island,chr17:35291899-35300875,,TRUE,,,,0.335762646,0.349723865
cg01508380,MMP14,10.78510965,1.38E-25,0.800564564,14,23305585,F,II,TSS1500,shore,TSS1500-shore,chr14:23305893-23307013,,,,,,0.265437721,0.330435183
cg13864473,WNT3A,10.78351001,1.40E-25,0.812877644,1,228194036,F,II,TSS1500,shore,TSS1500-shore,chr1:228194096-228196512,,TRUE,,,,0.221564936,0.311459998
cg00376544,FBXO39,10.77578631,1.51E-25,0.812662382,17,6679348,F,I,TSS1500,island,TSS1500-island,chr17:6679205-6679710,,TRUE,,rs71370463,,0.266744573,0.308114665
cg17233506,HOXB1,10.77574634,1.51E-25,0.807023767,17,46608293,R,II,TSS200,island,TSS200-island,chr17:46607804-46608390,,TRUE,,,,0.158154615,0.7585471
cg12602112,EDNRB,10.77528182,1.51E-25,0.8005997,13,78493294,F,II,TSS1500,island,TSS1500-island,chr13:78492425-78493382,,TRUE,,,,0.232242048,0.260711085
cg01670677,PHOX2A,10.76663803,1.64E-25,0.80952381,11,71955322,F,I,TSS200,island,TSS200-island,chr11:71954816-71955659,TRUE,,high-CpG:71632849-71633118,,,0.254496949,0.258237637
cg06274671,SALL1,10.76271711,1.71E-25,0.823353293,16,51185236,R,I,TSS1500,island,TSS1500-island,chr16:51183699-51188763,TRUE,,high-CpG:49742657-49743175,,,0.167196013,0.21072833
cg10368049,COL1A2,10.75727492,1.80E-25,0.82448737,7,94023796,F,II,TSS200,opensea,TSS200-opensea,,TRUE,,,,,0.238528053,0.484626525
cg07802571,MARK1,10.75279078,1.88E-25,0.809384164,1,220700937,F,II,TSS1500,shore,TSS1500-shore,chr1:220701507-220702348,,,,,,0.249569049,0.27125546
cg23048068,FABP5,10.75017225,1.93E-25,0.806084126,8,82192604,F,I,TSS200,island,TSS200-island,chr8:82192378-82193685,TRUE,,,rs74610997,,0.236288505,0.292298405
cg17412886,ISL1,10.73339769,2.26E-25,0.810395104,5,50678913,R,I,TSS200,island,TSS200-island,chr5:50678632-50679375,TRUE,,,,,0.273631462,0.339950872
cg18486707,RING1,10.73197044,2.29E-25,0.834212755,6,33175225,F,II,TSS1500,shore,TSS1500-shore,chr6:33175561-33176387,,,,,,0.225797527,0.433049545
cg07765621,COL23A1,10.73190779,2.30E-25,0.819487289,5,178018015,F,II,TSS1500,shore,TSS1500-shore,chr5:178016558-178017670,TRUE,TRUE,,,,0.268816007,0.328389708
cg07227926,TXNRD1,10.73141511,2.31E-25,0.80952381,12,104609526,F,I,TSS200,island,TSS200-island,chr12:104609397-104610172,,,high-CpG:103133631-103133710,,,0.217206276,0.281893315
cg11523712,HOXD13,10.73006794,2.34E-25,0.809348093,2,176957055,R,II,TSS1500,island,TSS1500-island,chr2:176957054-176958279,TRUE,,,,,0.222259035,0.259965504
cg00766845,NID2,10.72836074,2.38E-25,0.814814815,14,52536022,R,II,TSS200,island,TSS200-island,chr14:52534581-52536722,TRUE,,high-CpG:51605470-51605775,,,0.23185019,0.315951406
cg07961887,FABP5,10.72798052,2.38E-25,0.806148591,8,82192601,F,I,TSS200,island,TSS200-island,chr8:82192378-82193685,TRUE,,,rs74610997,,0.265788497,0.305694846
cg05091519,PAX6,10.71815879,2.62E-25,0.820058997,11,31839552,R,I,TSS200,island,TSS200-island,chr11:31839363-31839813,,,,,,0.182118131,0.21573844
cg17296482,CCND2,10.71274357,2.76E-25,0.804044767,12,4382188,F,II,TSS1500,island,TSS1500-island,chr12:4378366-4382222,,TRUE,,,,0.299188577,0.325033232
cg13599131,BNIP3,10.70631655,2.93E-25,0.88156217,10,133796523,F,I,TSS1500,island,TSS1500-island,chr10:133794898-133796598,,,,rs45538334,,0.151574777,0.853214084
cg27545611,DIRAS3,10.70626101,2.94E-25,0.870299309,1,68517177,R,I,TSS1500,shore,TSS1500-shore,chr1:68517254-68517474,TRUE,,,,,0.148421576,0.709616075
cg20508523,POU2F2,10.70605857,2.94E-25,0.83988764,19,42636811,F,II,TSS200,shore,TSS200-shore,chr19:42637277-42637684,,TRUE,,rs77937219,,0.216424128,0.386755951
cg26162932,PRDM8,10.68365195,3.64E-25,0.807749627,4,81106342,F,II,TSS200,shore,TSS200-shore,chr4:81104761-81105527,TRUE,,,,,0.262592525,0.282614803
cg13281139,SLIT2,10.6827997,3.67E-25,0.849325932,4,20255061,F,I,TSS200,island,TSS200-island,chr4:20253276-20256868,,,,,,0.242032744,0.273643898
cg20214535,ABCG1,10.67724506,3.87E-25,0.807836822,21,43619310,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.132590379,0.741306502
cg03700462,HOXA1,10.67494063,3.96E-25,0.847262248,7,27135684,F,II,TSS200,island,TSS200-island,chr7:27135342-27136736,,,high-CpG:27102197-27102513,,,0.21556929,0.233250758
cg23729107,FBXO39,10.67419975,3.99E-25,0.80239521,17,6679264,F,I,TSS1500,island,TSS1500-island,chr17:6679205-6679710,,TRUE,,rs12938635,,0.260849781,0.293199994
cg26449787,EYA4,10.66494555,4.36E-25,0.852223816,6,133562087,R,II,TSS1500,island,TSS1500-island,chr6:133562086-133563586,TRUE,,,,,0.245024932,0.265214352
cg24668089,KCNH8,10.66289447,4.44E-25,0.816568047,3,19189751,F,I,TSS1500,island,TSS1500-island,chr3:19189688-19190100,,,,,,0.249295707,0.296493323
cg12847373,EDNRB,10.65457438,4.81E-25,0.857142857,13,78493349,R,II,TSS1500,island,TSS1500-island,chr13:78492425-78493382,,TRUE,,,,0.246575537,0.248169228
cg02029926,CXCL1,10.63907965,5.58E-25,0.80239521,4,74734874,F,II,TSS1500,shore,TSS1500-shore,chr4:74734918-74735544,,,,,,0.284574369,0.314968227
cg01718447,CRHR2,10.6385158,5.61E-25,0.826979472,7,30722327,R,I,TSS200,island,TSS200-island,chr7:30721372-30722445,,,,,,0.258937399,0.281310911
cg10206344,TGFB1I1,10.61753359,6.85E-25,0.856896339,16,31483277,R,II,TSS1500,island,TSS1500-island,chr16:31483276-31483646,,,high-CpG:31390567-31391258,,,0.240295852,0.274550576
cg21057046,NBL1,10.59817943,8.23E-25,0.850574713,1,19970204,F,II,TSS1500,shore,TSS1500-shore,chr1:19970255-19971923,,,,,,0.240482171,0.310161836
cg20176648,AQP1,10.59251556,8.69E-25,0.803799665,7,30951064,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.157306155,0.470732064
cg09348985,CXCL12,10.5836671,9.45E-25,0.869818182,10,44881750,R,I,TSS1500,island,TSS1500-island,chr10:44879714-44882391,,,,rs61858675,,0.144521668,0.621392688
cg27505273,SOX14,10.58151302,9.64E-25,0.805970149,3,137483543,F,I,TSS200,island,TSS200-island,chr3:137482964-137484454,,,,,,0.205184413,0.233452431
cg13795948,PRDM12,10.57344717,1.04E-24,0.82122213,9,133538743,F,II,TSS1500,island,TSS1500-island,chr9:133534534-133542394,,,,,,0.237805544,0.292740837
cg00547077,ZNF132,10.57026552,1.07E-24,0.81296665,19,58951756,R,I,TSS200,island,TSS200-island,chr19:58951214-58952250,TRUE,,,,,0.19805323,0.287156182
cg17787134,IGF2BP1,10.53293164,1.53E-24,0.804185351,17,47073522,R,I,TSS1500,island,TSS1500-island,chr17:47072820-47076042,,,high-CpG:44428367-44428563,,,0.256729892,0.315415376
cg15366353,DSE,10.53200865,1.54E-24,0.839156437,6,116691382,F,II,TSS1500,shore,TSS1500-shore,chr6:116691827-116692868,,,,,,0.213883066,0.473209298
cg20711828,LAMA2,10.52012721,1.72E-24,0.815724816,6,129204125,F,I,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,,,,0.169095933,0.462811337
cg22640868,TNFAIP1,10.51983283,1.73E-24,0.808083376,17,26661374,F,II,TSS1500,shore,TSS1500-shore,chr17:26662071-26663048,,,,,,0.16288697,0.305097708
cg04064963,SNX9,10.51164002,1.87E-24,0.813310945,6,158243386,R,II,TSS1500,shore,TSS1500-shore,chr6:158243601-158245035,,,,,,0.162530995,0.450644251
cg27645955,SLC7A4,10.50066852,2.07E-24,0.801382423,22,21386885,F,I,TSS200,island,TSS200-island,chr22:21386493-21387000,TRUE,TRUE,,,,0.236746091,0.275235578
cg11438011,HTR4,10.48697215,2.36E-24,0.807470289,5,148033882,F,I,TSS200,island,TSS200-island,chr5:148033472-148034080,,,high-CpG:148013930-148014284,,,0.265523903,0.308820149
cg02735446,VASH1,10.48238081,2.46E-24,0.805970149,14,77227574,F,II,TSS1500,island,TSS1500-island,chr14:77227569-77228691,,,,,,0.214508027,0.270202272
cg24641773,FKBP1A,10.4801845,2.51E-24,0.854014599,20,1374086,F,II,TSS1500,shore,TSS1500-shore,chr20:1373259-1373917,,,,,,0.223611381,0.512620283
cg20914464,NOL4,10.47544857,2.63E-24,0.835340119,18,31803674,F,I,TSS1500,island,TSS1500-island,chr18:31802358-31803792,,,,,,0.184314053,0.197557836
cg08448701,PAX1,10.46968053,2.78E-24,0.81305638,20,21686282,F,I,TSS200,island,TSS200-island,chr20:21686199-21687689,,TRUE,high-CpG:21634264-21634519,,,0.235806453,0.258481681
cg18771173,SLC5A7,10.46411405,2.93E-24,0.820058997,2,108602937,F,I,TSS200,island,TSS200-island,chr2:108602824-108603467,,,,,,0.258347434,0.285623043
cg05256269,HOXD13,10.45942892,3.06E-24,0.839099702,2,176956841,F,II,TSS1500,shore,TSS1500-shore,chr2:176957054-176958279,,,,rs13025738,,0.179263296,0.528281507
cg16577647,HCST,10.45631423,3.15E-24,0.822429907,19,36393064,R,II,TSS1500,shore,TSS1500-shore,chr19:36390613-36391589,,,,,,0.178716124,0.47665359
cg17095728,TRIM67,10.44403951,3.53E-24,0.805494106,1,231297516,R,II,TSS1500,shore,TSS1500-shore,chr1:231297812-231299777,TRUE,,,,,0.235384821,0.293431656
