Model,ID1,ID2,ID3,ID4,average_accuracy,AUC,f1_score,AVG_accuracy,AVG_AUC,AVG_f1_score,,,Cluster1,Cluster2,Cluster3,Cluster4
XGBoost,cg09293816,cg03520644,cg13545212,cg13267264,0.973033708,0.900486475,0.985037406,,,,,,,,,
RandomForest,cg09293816,cg03520644,cg13545212,cg13267264,0.968539326,0.897973912,0.9825,,,,,,,,,
Logistic Regression,cg18710784,cg03520644,cg13545212,cg13267264,0.952808989,0.823505827,0.973977695,,,,,,,,,
SVM,cg18710784,cg03520644,cg13545212,cg13267264,0.968539326,0.926119962,0.982367758,,,,,,,,,
XGBoost,cg18710784,cg03520644,cg13545212,cg13267264,0.952808989,0.84226986,0.97384807,,,,,,,,,
RandomForest,cg18710784,cg03520644,cg13545212,cg13267264,0.95505618,0.862290174,0.975,,,,,,,,,
Logistic Regression,cg22877509,cg03520644,cg13545212,cg13267264,0.95505618,0.815380092,0.975308642,,,,,,,,,
SVM,cg22877509,cg03520644,cg13545212,cg13267264,0.970786517,0.899230194,0.983770287,,,,,,,,,
XGBoost,cg22877509,cg03520644,cg13545212,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg22877509,cg03520644,cg13545212,cg13267264,0.970786517,0.899230194,0.983770287,,,,,,,,,
Logistic Regression,cg24848035,cg03520644,cg13545212,cg13267264,0.973033708,0.881722442,0.985111663,,,,,,,,,
SVM,cg24848035,cg03520644,cg13545212,cg13267264,0.973033708,0.919250508,0.984962406,,,,,,,,,
XGBoost,cg24848035,cg03520644,cg13545212,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
RandomForest,cg24848035,cg03520644,cg13545212,cg13267264,0.973033708,0.909868491,0.985,,,,,,,,,
Logistic Regression,cg26405020,cg03520644,cg13545212,cg13267264,0.964044944,0.848551267,0.98019802,,,,,,,,,
SVM,cg26405020,cg03520644,cg13545212,cg13267264,0.973033708,0.919250508,0.984962406,,,,,,,,,
XGBoost,cg26405020,cg03520644,cg13545212,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
RandomForest,cg26405020,cg03520644,cg13545212,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
Logistic Regression,cg27494647,cg03520644,cg13545212,cg13267264,0.961797753,0.847294986,0.978934325,,,,,,,,,
SVM,cg27494647,cg03520644,cg13545212,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
XGBoost,cg27494647,cg03520644,cg13545212,cg13267264,0.968539326,0.888591896,0.982543641,,,,,,,,,
RandomForest,cg27494647,cg03520644,cg13545212,cg13267264,0.970786517,0.889848177,0.98381071,,,,,,,,,
Logistic Regression,cg01158680,cg09554951,cg13545212,cg13267264,0.946067416,0.782208917,0.97044335,,,,,,,,,
SVM,cg01158680,cg09554951,cg13545212,cg13267264,0.959550562,0.892948786,0.977386935,,,,,,,,,
XGBoost,cg01158680,cg09554951,cg13545212,cg13267264,0.959550562,0.892948786,0.977386935,,,,,,,,,
RandomForest,cg01158680,cg09554951,cg13545212,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg04037038,cg09554951,cg13545212,cg13267264,0.930337079,0.717122848,0.962056304,,,,,,,,,
SVM,cg04037038,cg09554951,cg13545212,cg13267264,0.950561798,0.906687694,0.972081218,,,,,,,,,
XGBoost,cg04037038,cg09554951,cg13545212,cg13267264,0.968539326,0.897973912,0.9825,,,,,,,,,
RandomForest,cg04037038,cg09554951,cg13545212,cg13267264,0.964044944,0.886079333,0.98,,,,,,,,,
Logistic Regression,cg07445246,cg09554951,cg13545212,cg13267264,0.952808989,0.804741794,0.974106042,,,,,,,,,
SVM,cg07445246,cg09554951,cg13545212,cg13267264,0.952808989,0.898561959,0.973451327,,,,,,,,,
XGBoost,cg07445246,cg09554951,cg13545212,cg13267264,0.964044944,0.886079333,0.98,,,,,,,,,
RandomForest,cg07445246,cg09554951,cg13545212,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg09293816,cg09554951,cg13545212,cg13267264,0.939325843,0.750294023,0.966871166,,,,,,,,,
SVM,cg09293816,cg09554951,cg13545212,cg13267264,0.964044944,0.914225382,0.979848866,,,,,,,,,
XGBoost,cg09293816,cg09554951,cg13545212,cg13267264,0.970786517,0.917994226,0.983688833,,,,,,,,,
RandomForest,cg09293816,cg09554951,cg13545212,cg13267264,0.973033708,0.909868491,0.985,,,,,,,,,
Logistic Regression,cg18710784,cg09554951,cg13545212,cg13267264,0.952808989,0.795359778,0.974169742,,,,,,,,,
SVM,cg18710784,cg09554951,cg13545212,cg13267264,0.957303371,0.891692505,0.976100629,,,,,,,,,
XGBoost,cg18710784,cg09554951,cg13545212,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg18710784,cg09554951,cg13545212,cg13267264,0.968539326,0.907355929,0.98245614,,,,,,,,,
Logistic Regression,cg22877509,cg09554951,cg13545212,cg13267264,0.950561798,0.794103496,0.972906404,,,,,,,,,
SVM,cg22877509,cg09554951,cg13545212,cg13267264,0.95505618,0.881054207,0.974874372,,,,,,,,,
XGBoost,cg22877509,cg09554951,cg13545212,cg13267264,0.957303371,0.891692505,0.976100629,,,,,,,,,
RandomForest,cg22877509,cg09554951,cg13545212,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
Logistic Regression,cg24848035,cg09554951,cg13545212,cg13267264,0.959550562,0.846038704,0.977667494,,,,,,,,,
SVM,cg24848035,cg09554951,cg13545212,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
XGBoost,cg24848035,cg09554951,cg13545212,cg13267264,0.966292135,0.92486368,0.981084489,,,,,,,,,
RandomForest,cg24848035,cg09554951,cg13545212,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg26405020,cg09554951,cg13545212,cg13267264,0.948314607,0.792847215,0.971639951,,,,,,,,,
SVM,cg26405020,cg09554951,cg13545212,cg13267264,0.957303371,0.891692505,0.976100629,,,,,,,,,
XGBoost,cg26405020,cg09554951,cg13545212,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg26405020,cg09554951,cg13545212,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
Logistic Regression,cg27494647,cg09554951,cg13545212,cg13267264,0.950561798,0.812867529,0.972772277,,,,,,,,,
SVM,cg27494647,cg09554951,cg13545212,cg13267264,0.957303371,0.901074522,0.976040353,,,,,,,,,
XGBoost,cg27494647,cg09554951,cg13545212,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
RandomForest,cg27494647,cg09554951,cg13545212,cg13267264,0.961797753,0.894205068,0.978670013,,,,,,,,,
Logistic Regression,cg01158680,cg10266490,cg13545212,cg13267264,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg01158680,cg10266490,cg13545212,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg01158680,cg10266490,cg13545212,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
RandomForest,cg01158680,cg10266490,cg13545212,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
Logistic Regression,cg04037038,cg10266490,cg13545212,cg13267264,0.966292135,0.877953598,0.98132005,,,,,,,,,
SVM,cg04037038,cg10266490,cg13545212,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg04037038,cg10266490,cg13545212,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
RandomForest,cg04037038,cg10266490,cg13545212,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
Logistic Regression,cg07445246,cg10266490,cg13545212,cg13267264,0.961797753,0.856677002,0.978881988,,,,,,,,,
SVM,cg07445246,cg10266490,cg13545212,cg13267264,0.97752809,0.959291137,0.987373737,,,,,,,,,
XGBoost,cg07445246,cg10266490,cg13545212,cg13267264,0.961797753,0.903587084,0.978616352,,,,,,,,,
RandomForest,cg07445246,cg10266490,cg13545212,cg13267264,0.968539326,0.897973912,0.9825,,,,,,,,,
Decision Tree,cg09293816,cg10266490,cg13545212,cg13267264,0.952808989,0.85852133,0.971141782,,,,,,,,,
SVM,cg09293816,cg10266490,cg13545212,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg09293816,cg10266490,cg13545212,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
RandomForest,cg09293816,cg10266490,cg13545212,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
Logistic Regression,cg18710784,cg10266490,cg13545212,cg13267264,0.964044944,0.8673153,0.980099502,,,,,,,,,
SVM,cg18710784,cg10266490,cg13545212,cg13267264,0.979775281,0.960547418,0.988650694,,,,,,,,,
XGBoost,cg18710784,cg10266490,cg13545212,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
RandomForest,cg18710784,cg10266490,cg13545212,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg22877509,cg10266490,cg13545212,cg13267264,0.961797753,0.856677002,0.978881988,,,,,,,,,
SVM,cg22877509,cg10266490,cg13545212,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
XGBoost,cg22877509,cg10266490,cg13545212,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
RandomForest,cg22877509,cg10266490,cg13545212,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg24848035,cg10266490,cg13545212,cg13267264,0.973033708,0.891104458,0.985074627,,,,,,,,,
SVM,cg24848035,cg10266490,cg13545212,cg13267264,0.975280899,0.958034855,0.986093552,,,,,,,,,
XGBoost,cg24848035,cg10266490,cg13545212,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg24848035,cg10266490,cg13545212,cg13267264,0.979775281,0.932401369,0.98873592,,,,,,,,,
Logistic Regression,cg26405020,cg10266490,cg13545212,cg13267264,0.966292135,0.868571581,0.98136646,,,,,,,,,
SVM,cg26405020,cg10266490,cg13545212,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
XGBoost,cg26405020,cg10266490,cg13545212,cg13267264,0.968539326,0.907355929,0.98245614,,,,,,,,,
RandomForest,cg26405020,cg10266490,cg13545212,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
Logistic Regression,cg27494647,cg10266490,cg13545212,cg13267264,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg27494647,cg10266490,cg13545212,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
XGBoost,cg27494647,cg10266490,cg13545212,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
RandomForest,cg27494647,cg10266490,cg13545212,cg13267264,0.97752809,0.940527104,0.987437186,,,,,,,,,
Logistic Regression,cg01158680,cg14502484,cg13545212,cg13267264,0.957303371,0.835400406,0.97645601,,,,,,,,,
SVM,cg01158680,cg14502484,cg13545212,cg13267264,0.961797753,0.94111515,0.978398983,,,,,,,,,
XGBoost,cg01158680,cg14502484,cg13545212,cg13267264,0.952808989,0.861033893,0.973717146,,,,,,,,,
RandomForest,cg01158680,cg14502484,cg13545212,cg13267264,0.964044944,0.886079333,0.98,,,,,,,,,
Logistic Regression,cg04037038,cg14502484,cg13545212,cg13267264,0.946067416,0.7728269,0.970515971,,,,,,,,,
SVM,cg04037038,cg14502484,cg13545212,cg13267264,0.959550562,0.930476852,0.97715736,,,,,,,,,
XGBoost,cg04037038,cg14502484,cg13545212,cg13267264,0.939325843,0.844114188,0.966037736,,,,,,,,,
RandomForest,cg04037038,cg14502484,cg13545212,cg13267264,0.952808989,0.861033893,0.973717146,,,,,,,,,
Logistic Regression,cg07445246,cg14502484,cg13545212,cg13267264,0.952808989,0.823505827,0.973977695,,,,,,,,,
SVM,cg07445246,cg14502484,cg13545212,cg13267264,0.964044944,0.923607399,0.97979798,,,,,,,,,
XGBoost,cg07445246,cg14502484,cg13545212,cg13267264,0.95505618,0.871672191,0.974937343,,,,,,,,,
RandomForest,cg07445246,cg14502484,cg13545212,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
Logistic Regression,cg09293816,cg14502484,cg13545212,cg13267264,0.959550562,0.827274671,0.977777778,,,,,,,,,
SVM,cg09293816,cg14502484,cg13545212,cg13267264,0.968539326,0.935501978,0.982323232,,,,,,,,,
XGBoost,cg09293816,cg14502484,cg13545212,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg09293816,cg14502484,cg13545212,cg13267264,0.975280899,0.920506789,0.986232791,,,,,,,,,
Logistic Regression,cg18710784,cg14502484,cg13545212,cg13267264,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg18710784,cg14502484,cg13545212,cg13267264,0.968539326,0.954266011,0.982233503,,,,,,,,,
XGBoost,cg18710784,cg14502484,cg13545212,cg13267264,0.95505618,0.852908158,0.975062344,,,,,,,,,
RandomForest,cg18710784,cg14502484,cg13545212,cg13267264,0.948314607,0.85852133,0.971141782,,,,,,,,,
Logistic Regression,cg22877509,cg14502484,cg13545212,cg13267264,0.957303371,0.844782423,0.976397516,,,,,,,,,
SVM,cg22877509,cg14502484,cg13545212,cg13267264,0.959550562,0.911712819,0.977272727,,,,,,,,,
XGBoost,cg22877509,cg14502484,cg13545212,cg13267264,0.948314607,0.849139314,0.971214018,,,,,,,,,
RandomForest,cg22877509,cg14502484,cg13545212,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
Logistic Regression,cg24848035,cg14502484,cg13545212,cg13267264,0.973033708,0.881722442,0.985111663,,,,,,,,,
SVM,cg24848035,cg14502484,cg13545212,cg13267264,0.979775281,0.960547418,0.988650694,,,,,,,,,
XGBoost,cg24848035,cg14502484,cg13545212,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg24848035,cg14502484,cg13545212,cg13267264,0.984269663,0.953677964,0.991217064,,,,,,,,,
Logistic Regression,cg26405020,cg14502484,cg13545212,cg13267264,0.961797753,0.847294986,0.978934325,,,,,,,,,
SVM,cg26405020,cg14502484,cg13545212,cg13267264,0.968539326,0.907355929,0.98245614,,,,,,,,,
XGBoost,cg26405020,cg14502484,cg13545212,cg13267264,0.957303371,0.882310489,0.976160602,,,,,,,,,
RandomForest,cg26405020,cg14502484,cg13545212,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
Logistic Regression,cg27494647,cg14502484,cg13545212,cg13267264,0.957303371,0.82601839,0.976514215,,,,,,,,,
SVM,cg27494647,cg14502484,cg13545212,cg13267264,0.966292135,0.915481664,0.981132075,,,,,,,,,
XGBoost,cg27494647,cg14502484,cg13545212,cg13267264,0.961797753,0.894205068,0.978670013,,,,,,,,,
RandomForest,cg27494647,cg14502484,cg13545212,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
Decision Tree,cg01158680,cg16294013,cg13545212,cg13267264,0.946067416,0.795947824,0.965174129,,,,,,,,,
SVM,cg01158680,cg16294013,cg13545212,cg13267264,0.959550562,0.930476852,0.97715736,,,,,,,,,
XGBoost,cg01158680,cg16294013,cg13545212,cg13267264,0.95505618,0.881054207,0.974874372,,,,,,,,,
RandomForest,cg01158680,cg16294013,cg13545212,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
Logistic Regression,cg04037038,cg16294013,cg13545212,cg13267264,0.941573034,0.770314338,0.967980296,,,,,,,,,
SVM,cg04037038,cg16294013,cg13545212,cg13267264,0.961797753,0.931733134,0.978453739,,,,,,,,,
XGBoost,cg04037038,cg16294013,cg13545212,cg13267264,0.959550562,0.864802737,0.97755611,,,,,,,,,
RandomForest,cg04037038,cg16294013,cg13545212,cg13267264,0.968539326,0.897973912,0.9825,,,,,,,,,
Logistic Regression,cg07445246,cg16294013,cg13545212,cg13267264,0.959550562,0.836656688,0.977722772,,,,,,,,,
SVM,cg07445246,cg16294013,cg13545212,cg13267264,0.968539326,0.944883994,0.982278481,,,,,,,,,
XGBoost,cg07445246,cg16294013,cg13545212,cg13267264,0.968539326,0.907355929,0.98245614,,,,,,,,,
RandomForest,cg07445246,cg16294013,cg13545212,cg13267264,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg09293816,cg16294013,cg13545212,cg13267264,0.941573034,0.779696354,0.967901235,,,,,,,,,
SVM,cg09293816,cg16294013,cg13545212,cg13267264,0.966292135,0.915481664,0.981132075,,,,,,,,,
XGBoost,cg09293816,cg16294013,cg13545212,cg13267264,0.961797753,0.894205068,0.978670013,,,,,,,,,
RandomForest,cg09293816,cg16294013,cg13545212,cg13267264,0.973033708,0.919250508,0.984962406,,,,,,,,,
Logistic Regression,cg18710784,cg16294013,cg13545212,cg13267264,0.952808989,0.804741794,0.974106042,,,,,,,,,
SVM,cg18710784,cg16294013,cg13545212,cg13267264,0.970786517,0.946140276,0.983565107,,,,,,,,,
XGBoost,cg18710784,cg16294013,cg13545212,cg13267264,0.964044944,0.886079333,0.98,,,,,,,,,
RandomForest,cg18710784,cg16294013,cg13545212,cg13267264,0.957303371,0.854164439,0.97633873,,,,,,,,,
Logistic Regression,cg22877509,cg16294013,cg13545212,cg13267264,0.95505618,0.824762108,0.975247525,,,,,,,,,
SVM,cg22877509,cg16294013,cg13545212,cg13267264,0.961797753,0.912969101,0.978562421,,,,,,,,,
XGBoost,cg22877509,cg16294013,cg13545212,cg13267264,0.968539326,0.897973912,0.9825,,,,,,,,,
RandomForest,cg22877509,cg16294013,cg13545212,cg13267264,0.964044944,0.8673153,0.980099502,,,,,,,,,
Logistic Regression,cg24848035,cg16294013,cg13545212,cg13267264,0.970786517,0.889848177,0.98381071,,,,,,,,,
SVM,cg24848035,cg16294013,cg13545212,cg13267264,0.97752809,0.959291137,0.987373737,,,,,,,,,
XGBoost,cg24848035,cg16294013,cg13545212,cg13267264,0.964044944,0.914225382,0.979848866,,,,,,,,,
RandomForest,cg24848035,cg16294013,cg13545212,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
Logistic Regression,cg26405020,cg16294013,cg13545212,cg13267264,0.95505618,0.834144125,0.975186104,,,,,,,,,
SVM,cg26405020,cg16294013,cg13545212,cg13267264,0.964044944,0.914225382,0.979848866,,,,,,,,,
XGBoost,cg26405020,cg16294013,cg13545212,cg13267264,0.95505618,0.862290174,0.975,,,,,,,,,
RandomForest,cg26405020,cg16294013,cg13545212,cg13267264,0.970786517,0.899230194,0.983770287,,,,,,,,,
Logistic Regression,cg27494647,cg16294013,cg13545212,cg13267264,0.957303371,0.844782423,0.976397516,,,,,,,,,
SVM,cg27494647,cg16294013,cg13545212,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
XGBoost,cg27494647,cg16294013,cg13545212,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
RandomForest,cg27494647,cg16294013,cg13545212,cg13267264,0.959550562,0.864802737,0.97755611,,,,,,,,,
Decision Tree,cg01158680,cg19619405,cg13545212,cg13267264,0.957303371,0.841013579,0.972568579,,,,,,,,,
SVM,cg01158680,cg19619405,cg13545212,cg13267264,0.961797753,0.931733134,0.978453739,,,,,,,,,
XGBoost,cg01158680,cg19619405,cg13545212,cg13267264,0.948314607,0.85852133,0.971141782,,,,,,,,,
RandomForest,cg01158680,cg19619405,cg13545212,cg13267264,0.95505618,0.862290174,0.975,,,,,,,,,
Logistic Regression,cg04037038,cg19619405,cg13545212,cg13267264,0.943820225,0.780952636,0.969173859,,,,,,,,,
SVM,cg04037038,cg19619405,cg13545212,cg13267264,0.957303371,0.938602587,0.975796178,,,,,,,,,
XGBoost,cg04037038,cg19619405,cg13545212,cg13267264,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg04037038,cg19619405,cg13545212,cg13267264,0.95505618,0.871672191,0.974937343,,,,,,,,,
Logistic Regression,cg07445246,cg19619405,cg13545212,cg13267264,0.959550562,0.836656688,0.977722772,,,,,,,,,
SVM,cg07445246,cg19619405,cg13545212,cg13267264,0.966292135,0.934245697,0.981036662,,,,,,,,,
XGBoost,cg07445246,cg19619405,cg13545212,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg07445246,cg19619405,cg13545212,cg13267264,0.970786517,0.917994226,0.983688833,,,,,,,,,
Logistic Regression,cg09293816,cg19619405,cg13545212,cg13267264,0.946067416,0.80097295,0.97029703,,,,,,,,,
SVM,cg09293816,cg19619405,cg13545212,cg13267264,0.961797753,0.912969101,0.978562421,,,,,,,,,
XGBoost,cg09293816,cg19619405,cg13545212,cg13267264,0.950561798,0.869159628,0.972361809,,,,,,,,,
RandomForest,cg09293816,cg19619405,cg13545212,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
Logistic Regression,cg18710784,cg19619405,cg13545212,cg13267264,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg18710784,cg19619405,cg13545212,cg13267264,0.975280899,0.958034855,0.986093552,,,,,,,,,
XGBoost,cg18710784,cg19619405,cg13545212,cg13267264,0.95505618,0.843526141,0.975124378,,,,,,,,,
RandomForest,cg18710784,cg19619405,cg13545212,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
Logistic Regression,cg22877509,cg19619405,cg13545212,cg13267264,0.957303371,0.835400406,0.97645601,,,,,,,,,
SVM,cg22877509,cg19619405,cg13545212,cg13267264,0.968539326,0.926119962,0.982367758,,,,,,,,,
XGBoost,cg22877509,cg19619405,cg13545212,cg13267264,0.95505618,0.862290174,0.975,,,,,,,,,
RandomForest,cg22877509,cg19619405,cg13545212,cg13267264,0.964044944,0.876697316,0.980049875,,,,,,,,,
Decision Tree,cg24848035,cg19619405,cg13545212,cg13267264,0.966292135,0.854164439,0.97633873,,,,,,,,,
SVM,cg24848035,cg19619405,cg13545212,cg13267264,0.982022472,0.961803699,0.989924433,,,,,,,,,
XGBoost,cg24848035,cg19619405,cg13545212,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg24848035,cg19619405,cg13545212,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
Logistic Regression,cg26405020,cg19619405,cg13545212,cg13267264,0.95505618,0.834144125,0.975186104,,,,,,,,,
SVM,cg26405020,cg19619405,cg13545212,cg13267264,0.959550562,0.911712819,0.977272727,,,,,,,,,
XGBoost,cg26405020,cg19619405,cg13545212,cg13267264,0.959550562,0.892948786,0.977386935,,,,,,,,,
RandomForest,cg26405020,cg19619405,cg13545212,cg13267264,0.959550562,0.88356677,0.977443609,,,,,,,,,
Logistic Regression,cg27494647,cg19619405,cg13545212,cg13267264,0.957303371,0.854164439,0.97633873,,,,,,,,,
SVM,cg27494647,cg19619405,cg13545212,cg13267264,0.964044944,0.914225382,0.979848866,,,,,,,,,
XGBoost,cg27494647,cg19619405,cg13545212,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
RandomForest,cg27494647,cg19619405,cg13545212,cg13267264,0.964044944,0.886079333,0.98,,,,,,,,,
Logistic Regression,cg01158680,cg22881914,cg13545212,cg13267264,0.957303371,0.82601839,0.976514215,,,,,,,,,
SVM,cg01158680,cg22881914,cg13545212,cg13267264,0.964044944,0.895461349,0.979949875,,,,,,,,,
XGBoost,cg01158680,cg22881914,cg13545212,cg13267264,0.961797753,0.903587084,0.978616352,,,,,,,,,
RandomForest,cg01158680,cg22881914,cg13545212,cg13267264,0.952808989,0.832887843,0.973913043,,,,,,,,,
Logistic Regression,cg04037038,cg22881914,cg13545212,cg13267264,0.952808989,0.795359778,0.974169742,,,,,,,,,
SVM,cg04037038,cg22881914,cg13545212,cg13267264,0.952808989,0.889179942,0.973518285,,,,,,,,,
XGBoost,cg04037038,cg22881914,cg13545212,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg04037038,cg22881914,cg13545212,cg13267264,0.952808989,0.84226986,0.97384807,,,,,,,,,
Logistic Regression,cg07445246,cg22881914,cg13545212,cg13267264,0.950561798,0.822249546,0.972704715,,,,,,,,,
SVM,cg07445246,cg22881914,cg13545212,cg13267264,0.961797753,0.922351117,0.978508217,,,,,,,,,
XGBoost,cg07445246,cg22881914,cg13545212,cg13267264,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg07445246,cg22881914,cg13545212,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
Logistic Regression,cg09293816,cg22881914,cg13545212,cg13267264,0.950561798,0.78472148,0.972972973,,,,,,,,,
SVM,cg09293816,cg22881914,cg13545212,cg13267264,0.968539326,0.907355929,0.98245614,,,,,,,,,
XGBoost,cg09293816,cg22881914,cg13545212,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
RandomForest,cg09293816,cg22881914,cg13545212,cg13267264,0.968539326,0.897973912,0.9825,,,,,,,,,
Logistic Regression,cg18710784,cg22881914,cg13545212,cg13267264,0.959550562,0.827274671,0.977777778,,,,,,,,,
SVM,cg18710784,cg22881914,cg13545212,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
XGBoost,cg18710784,cg22881914,cg13545212,cg13267264,0.964044944,0.886079333,0.98,,,,,,,,,
RandomForest,cg18710784,cg22881914,cg13545212,cg13267264,0.95505618,0.852908158,0.975062344,,,,,,,,,
Logistic Regression,cg22877509,cg22881914,cg13545212,cg13267264,0.950561798,0.803485513,0.972839506,,,,,,,,,
SVM,cg22877509,cg22881914,cg13545212,cg13267264,0.952808989,0.879797926,0.973584906,,,,,,,,,
XGBoost,cg22877509,cg22881914,cg13545212,cg13267264,0.952808989,0.861033893,0.973717146,,,,,,,,,
RandomForest,cg22877509,cg22881914,cg13545212,cg13267264,0.964044944,0.8673153,0.980099502,,,,,,,,,
Logistic Regression,cg24848035,cg22881914,cg13545212,cg13267264,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg24848035,cg22881914,cg13545212,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
XGBoost,cg24848035,cg22881914,cg13545212,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg24848035,cg22881914,cg13545212,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg26405020,cg22881914,cg13545212,cg13267264,0.948314607,0.783465198,0.971709717,,,,,,,,,
SVM,cg26405020,cg22881914,cg13545212,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
XGBoost,cg26405020,cg22881914,cg13545212,cg13267264,0.959550562,0.88356677,0.977443609,,,,,,,,,
RandomForest,cg26405020,cg22881914,cg13545212,cg13267264,0.957303371,0.854164439,0.97633873,,,,,,,,,
Logistic Regression,cg27494647,cg22881914,cg13545212,cg13267264,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg27494647,cg22881914,cg13545212,cg13267264,0.961797753,0.884823051,0.978723404,,,,,,,,,
XGBoost,cg27494647,cg22881914,cg13545212,cg13267264,0.952808989,0.861033893,0.973717146,,,,,,,,,
RandomForest,cg27494647,cg22881914,cg13545212,cg13267264,0.95505618,0.843526141,0.975124378,,,,,,,,,
Logistic Regression,cg01158680,cg03520644,cg17152757,cg13267264,0.957303371,0.844782423,0.976397516,,,,,,,,,
SVM,cg01158680,cg03520644,cg17152757,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg01158680,cg03520644,cg17152757,cg13267264,0.970786517,0.917994226,0.983688833,,,,,,,,,
RandomForest,cg01158680,cg03520644,cg17152757,cg13267264,0.970786517,0.917994226,0.983688833,,,,,,,,,
Logistic Regression,cg04037038,cg03520644,cg17152757,cg13267264,0.959550562,0.836656688,0.977722772,,,,,,,,,
SVM,cg04037038,cg03520644,cg17152757,cg13267264,0.979775281,0.969929434,0.988621997,,,,,,,,,
