Unnamed: 0,dbeta,gene,feature
cg18027592,-0.009880312701404536,LMO7,Body
cg02976575,-0.013263152833333621,LMTK2,3'UTR
cg06862049,-0.02068150196730576,LMTK3,Body
cg23917513,-0.011207020367946107,LMX1A,Body
cg13634994,-0.010758026476461732,LMX1B,Body
cg24787830,-0.004998298451600558,LNPEP,3'UTR
cg13998003,-0.012547370371463216,LNX1,Body
cg15381259,-0.01214790725164334,LOC441204,Body
cg02994607,-0.01006050095714984,LOC730101,Body
cg26242866,-0.009286089476391613,LONP1,Body
cg08920068,0.00521925470500855,LOX,TSS200
cg19257102,-0.011395547904307272,LOXL1,TSS1500
cg24531955,-0.011654323254544264,LOXL2,3'UTR
cg04500896,0.006158485926337771,LOXL3,Body
cg00004105,0.013187085077779043,LOXL4,Body
cg17028067,-0.0020147926103986497,LPA,5'UTR
cg21161126,-0.010433369306675882,LPAR1,Body
cg19379721,0.009723137882584281,LPAR2,Body
cg02080857,-0.01664025411486236,LPAR3,3'UTR
cg06588028,-0.009495857093813193,LPAR5,TSS1500
cg03126694,0.006151817540958316,LPAR6,TSS200
cg11270834,-0.015387511924810431,LPCAT1,3'UTR
cg12063138,-0.00432500996054073,LPCAT3,Body
cg00523161,-0.021711689699366765,LPIN1,5'UTR
cg20404260,-0.011073746291256034,LPIN2,3'UTR
cg00471141,-0.01356368222492565,LPL,TSS1500
cg17585528,-0.015298855097566417,LPP,5'UTR
cg12891342,-0.009913196973772177,LPXN,Body
cg07207220,0.008064746591427304,LRAT,TSS1500
cg11292536,-0.009979110484676451,LRBA,Body
cg24926276,0.004176901012212429,LRG1,Body
cg16931822,-0.010859253527188403,LRIG1,Body
cg17310611,0.006511255013570167,LRIG2,TSS200
cg11326574,-0.013646206396159391,LRIG3,Body
cg17965159,-0.003610841415200653,LRMP,Body
cg09827071,-0.010651967567853455,LRP1,Body
cg24112628,-0.013949123073171638,LRP11,Body
cg09618674,-0.009792491779816198,LRP1B,Body
cg08645980,-0.018117549150079897,LRP2,3'UTR
cg24380380,-0.011502320361951998,LRP5,Body
cg04051152,-0.008623949645740371,LRP6,Body
cg18202502,0.023944722232678274,LRP8,Body
cg26401028,0.012003531446015101,LRPAP1,Body
cg02219016,0.00420690672291744,LRPPRC,Body
cg27284041,-0.00962249324785447,LRRC1,Body
cg26838900,-0.009236041911840805,LRRC15,5'UTR
cg10365562,-0.010525602280899899,LRRC2,5'UTR
cg08300899,0.007529680559623782,LRRC26,TSS200
cg13985437,-0.012357126972767833,LRRC32,5'UTR
cg06601774,-0.011711641121473488,LRRC3B,Body
cg21579556,-0.008126525374375783,LRRC4,3'UTR
cg21011621,0.009940890291361436,LRRC59,Body
cg05715828,-0.011986472556826205,LRRC8A,TSS1500
cg08151442,-0.00985682655407533,LRRFIP1,Body
cg10860819,-0.004982577629801406,LRRK2,Body
cg18739166,-0.012205004411573121,LRRN1,5'UTR
cg01330815,-0.014365346902401715,LRRN2,5'UTR
cg07112456,-0.005706694146593366,LRWD1,Body
cg24181062,-0.011319417345773653,LSAMP,Body
cg27087572,0.0038142688631059374,LSM1,1stExon
cg08687540,-0.013985837455168985,LSP1,5'UTR
cg03521258,0.004741155837471934,LSR,TSS1500
cg09831081,-0.009063988215807903,LSS,Body
cg25664715,-0.011467647430604936,LST1,Body
cg01157951,-0.017088848703133763,LTA,5'UTR
cg06526741,-0.009339324095469191,LTB,Body
cg08211413,-0.008455646876246772,LTB4R,Body
cg16000077,-0.005529078647963206,LTB4R2,TSS1500
cg11865223,-0.01407629364234773,LTBP1,Body
cg08189843,-0.0124532407679551,LTBP2,Body
cg12282552,0.009025808475583664,LTBP3,Body
cg22466448,0.00958624461607771,LTBP4,1stExon
cg14864994,-0.015622817032987357,LTBR,Body
cg27314002,0.00862221441004534,LTF,TSS200
cg04604142,-0.00778810212821794,LUC7L3,TSS1500
cg27640763,-0.007518837751493857,LUM,5'UTR
cg25346904,-0.016344323830252208,LUZP2,Body
cg08538682,0.005143609355353588,LXN,1stExon
cg12110437,-0.01988533626037075,LY6E,TSS1500
cg09535963,-0.01586209533041566,LY6G6C,3'UTR
cg16809304,-0.010127851949224767,LY6K,3'UTR
cg02280532,0.006187279209169623,LY75,5'UTR
cg21906083,-0.013091960946579804,LY9,3'UTR
cg13213009,-0.01632302908987404,LY96,1stExon
cg02518895,-0.006637658927113559,LYG1,TSS1500
cg12134570,-0.0073474427552012896,LYL1,5'UTR
cg05973028,-0.014145941486023031,LYN,5'UTR
cg07643267,0.006754417914359604,LYPD3,1stExon
cg07959016,-0.009513291707065333,LYPD4,Body
cg11993925,-0.016777851086956036,LYPD5,TSS1500
cg19906599,0.003828016904172046,LYPLA1,TSS200
cg25430506,0.00536992471789579,LYRM2,TSS200
cg21442773,0.010369001469968006,LYST,5'UTR
cg14276794,-0.01715452252358852,LYVE1,TSS1500
cg16097772,-0.0016563174981611122,LYZ,1stExon
cg03032607,0.017170611646698395,LZTFL1,Body
cg05139924,0.006025011190444462,LZTR1,TSS200
cg07269491,-0.01723626863455846,LZTS1,Body
cg02613435,0.021100545519224426,LZTS2,5'UTR
cg03826601,0.0025292557129533845,M6PR,TSS1500
cg05542101,0.007569850169082407,MACC1,Body
cg24159575,-0.010817036784199732,MACF1,Body
cg06497934,0.011305285795767415,MACROD1,Body
cg20689661,0.018072333939516155,MAD1L1,Body
cg00680768,0.007201430901158241,MAD2L1,TSS200
cg22792272,0.006842794687097304,MAD2L1BP,TSS200
cg06938333,0.009453786342580034,MAD2L2,5'UTR
cg24578124,0.007502539477913397,MADCAM1,Body
cg26139080,-0.0096049618659899,MADD,5'UTR
cg11336590,-0.006967039116587978,MAEL,TSS200
cg00509921,-0.007375775468881106,MAF,3'UTR
cg23791813,0.011437919915948381,MAFB,5'UTR
cg23018755,0.011306260044791887,MAFG,5'UTR
cg05279413,0.007811304024743381,MAFK,5'UTR
cg14535518,-0.009173721329169264,MAG,TSS1500
cg26152983,-0.01637235950850804,MAGEF1,1stExon
cg06489077,-0.014014688889356985,MAGI1,Body
cg20048109,-0.014679407343826603,MAGI2,Body
cg11716640,0.008362304881442946,MAGI3,TSS200
cg03349251,-0.010760008751029265,MAK,TSS1500
cg21658333,0.006122906281219483,MAK16,5'UTR
cg10562649,-0.008680755457745347,MAL,Body
cg26289295,-0.010396759317348904,MAL2,Body
cg15574972,0.006894568239599972,MALAT1,TSS200
cg00238570,-0.004987750909480014,MALL,Body
cg17903999,0.00548429765981585,MALT1,TSS200
cg25376491,0.006244748415165551,MAML1,Body
cg18919209,0.016013164337448392,MAML2,Body
cg03597159,-0.01031368925708636,MAML3,Body
cg05371064,0.006038238155655227,MAN1A1,TSS1500
cg13937012,-0.012706919579665332,MAN1C1,Body
cg11052321,-0.006453559948678165,MAN2A1,Body
cg18861151,0.007430637921858786,MANF,TSS200
cg26001333,0.008757758835697535,MAP1B,TSS200
cg15112783,0.009194905630078493,MAP1LC3A,Body
cg23636419,0.004705349544484313,MAP1LC3B,Body
cg01199807,-0.005383378510837063,MAP1LC3C,TSS1500
cg22850451,0.01025326172066677,MAP1S,TSS1500
cg00319686,-0.013800829093635792,MAP2K1,Body
cg01291544,-0.007721111636111242,MAP2K2,Body
cg15416179,-0.010413961236672313,MAP2K3,Body
cg03643423,-0.006826772165281067,MAP2K4,Body
cg01362115,-0.007537187068664662,MAP2K5,Body
cg19394103,0.005216609844489186,MAP2K6,TSS1500
cg25782440,-0.010407842255172831,MAP2K7,3'UTR
cg23094728,0.006931152150769264,MAP3K1,TSS1500
cg02663175,-0.01252788904350026,MAP3K10,Body
cg15976910,-0.01265173450094672,MAP3K11,Body
cg25401874,0.011228528950769876,MAP3K12,5'UTR
cg18572353,-0.006602242295766166,MAP3K13,Body
cg00146864,-0.013847306735664543,MAP3K14,5'UTR
cg00743081,-0.007436087167676976,MAP3K3,Body
cg27501748,-0.01610543772982686,MAP3K5,Body
cg01394052,-0.011580783855618126,MAP3K6,Body
cg18683523,-0.005736103601925174,MAP3K7,TSS1500
cg11230435,-0.013193826422361929,MAP3K8,5'UTR
cg25144109,-0.012285849975518709,MAP4,TSS1500
cg08230957,-0.00975399778723767,MAP4K1,Body
cg01893669,-0.012887882430166916,MAP4K3,TSS1500
cg15552493,-0.0166706092319167,MAP4K4,Body
cg04548956,-0.013592153671188135,MAP6,Body
cg24512097,0.010178714281597303,MAP9,TSS1500
cg00014104,0.009604497115831591,MAPK1,Body
cg27338511,-0.009872324598599807,MAPK10,5'UTR
cg26790091,-0.00740670023769771,MAPK11,3'UTR
cg26822572,-0.0073385633225169136,MAPK12,3'UTR
cg08606655,0.005264980957943813,MAPK14,TSS200
cg05626536,-0.0101501622284023,MAPK15,Body
cg08464513,0.010390888019727757,MAPK3,TSS1500
cg06191260,-0.010726857504501442,MAPK4,5'UTR
cg00410576,0.00505568058348781,MAPK6,TSS1500
cg05625806,-0.006279580811702486,MAPK7,Body
cg03883275,-0.01645331564290572,MAPK8,TSS1500
cg10341513,-0.007667538467891757,MAPK8IP2,TSS1500
cg05772935,-0.01669351487503231,MAPK8IP3,Body
cg00222601,0.004714619293765783,MAPK9,5'UTR
cg00666763,-0.009453123457366402,MAPKAP1,5'UTR
cg23145622,0.007384874431412855,MAPKAPK2,Body
cg20090957,0.008117272861783313,MAPKAPK5,TSS1500
cg11960435,-0.0034193091025276016,MAPRE1,Body
cg14369405,0.007305794236807848,MAPRE2,TSS200
cg05772917,-0.013006966408601633,MAPT,5'UTR
cg04245693,0.0030560566502549156,MARCKS,1stExon
cg00292107,0.006017819833756757,MARCKSL1,Body
cg22657351,-0.009996508754874048,MARCO,Body
cg07602030,-0.008934316538233065,MARK1,Body
cg09034795,-0.013331314998234579,MARK2,3'UTR
cg15642326,-0.007424911325153811,MARK4,TSS1500
cg06616710,-0.005037843376993616,MARVELD1,TSS1500
cg04091702,0.010510875803092044,MARVELD2,5'UTR
cg24462934,-0.004750846792631889,MAS1,TSS1500
cg19092167,-0.013754152062294592,MASP1,Body
cg20817175,-0.011474806352611359,MASP2,TSS200
cg02423030,-0.010495191518645775,MAST1,Body
cg18577128,0.01201624274217858,MAST2,TSS200
cg21244397,0.0019348259975695815,MASTL,Body
cg09936400,-0.010677264798034289,MAT1A,1stExon
cg01314398,0.005909725086746149,MAT2A,TSS1500
cg11204780,0.006491158907003612,MAT2B,Body
cg07936323,-0.009258459629684893,MATK,TSS1500
cg17461278,-0.015187532346471303,MATN1,TSS200
cg14864369,-0.008245703420676967,MATN2,Body
cg14771954,0.008695898340234121,MATN3,TSS200
cg26042725,0.008062034344359646,MAVS,TSS1500
cg00090767,0.009079577165566998,MAX,TSS200
cg16518772,0.005273340558861095,MAZ,Body
cg19459056,-0.006327913999327091,MB,TSS1500
cg12008613,-0.011459100419695487,MBD1,Body
cg16200116,-0.013913402432340008,MBD2,Body
cg18625289,-0.011637237244905068,MBD3,Body
cg25489105,-0.0088621583707175,MBD4,Body
cg19767052,0.004179698813544829,MBD6,3'UTR
cg08780887,-0.012573669554633385,MBL2,TSS1500
cg15664462,-0.011810815273295767,MBNL1,5'UTR
cg23319171,0.013193589644335146,MBP,Body
cg25670376,0.003681967434400544,MBTD1,Body
cg16493755,-0.007583293735043035,MBTPS1,Body
cg04177015,0.007031102919576843,MC1R,1stExon
cg20494779,-0.015604906008529745,MC2R,TSS1500
cg02037013,-0.006826992427841066,MC4R,1stExon
cg17466841,-0.009247779168275527,MCAM,Body
cg02233750,-0.008989552253834679,MCAT,TSS1500
cg25542319,0.013831778247737441,MCC,Body
cg22104153,0.005552371637820638,MCCC2,TSS200
cg19577377,-0.01421533250936288,MCF2L,Body
cg18397157,0.007882755163859315,MCL1,1stExon
cg00645917,-0.00553734041288538,MCM10,Body
cg12616683,-0.01571229785250538,MCM2,Body
cg25703567,-0.00922712904517955,MCM3,3'UTR
cg21945459,0.008207949694729825,MCM3AP,TSS1500
cg05974510,-0.0062668747809332985,MCM4,3'UTR
cg19361488,0.013010268874179913,MCM5,Body
cg13056269,0.004052334430890738,MCM6,Body
cg07461273,0.011685487225271384,MCM7,Body
cg06795559,0.009974272729589605,MCM8,TSS200
cg18297338,0.0037738983832744893,MCM9,5'UTR
cg00504457,-0.00839798708292129,MCOLN1,Body
cg01413809,-0.012952501829276026,MCOLN2,1stExon
cg14383815,-0.011772701316326717,MCPH1,Body
cg03187301,0.005692190102912197,MCRS1,Body
cg07257768,-0.013164449529129957,MDC1,5'UTR
cg20556402,-0.01090293337240336,MDFI,Body
cg15695585,-0.005223980427851618,MDFIC,5'UTR
cg27103616,-0.010143408713582307,MDGA1,Body
cg01098491,-0.012581387805031347,MDGA2,Body
cg19981301,-0.008746289036978432,MDH1,Body
cg06772202,-0.00615515999535556,MDH2,Body
cg01502396,0.006023188354620775,MDK,Body
cg19722181,0.004668750319790899,MDM2,TSS1500
cg24139720,-0.005318812747249753,MDM4,TSS1500
cg01221018,-0.014744861896160345,MDP1,Body
cg16701167,0.007447249841354051,ME1,TSS1500
cg22814480,-0.012770230609284264,ME3,Body
cg02984632,0.004603706291592916,MEAF6,TSS200
cg01787382,-0.010787349321572954,MECOM,Body
cg27500298,0.004808912869490808,MED1,TSS200
cg20899340,0.0040854181548972265,MED13,TSS1500
cg12411858,-0.007551871961834269,MED15,Body
cg00972603,0.0028816928246446945,MED18,TSS200
cg12329048,-0.009713098959987294,MED19,3'UTR
cg01595397,-0.011442925432736218,MED20,Body
cg11871820,0.008654129373682732,MED23,TSS200
cg07723258,0.014716281158012785,MED24,Body
cg01060165,0.005860321588947836,MED25,TSS200
cg26228569,0.003844616726760573,MED27,TSS200
cg10070151,-0.004795071287883175,MED29,5'UTR
cg21886316,0.0025223665787946037,MED30,1stExon
cg06754923,-0.001967972797359147,MED7,TSS1500
cg09494293,-0.00478194402685246,MEF2A,5'UTR
cg07219649,-0.007256111530353685,MEF2C,Body
cg08123045,-0.011667994768068773,MEF2D,5'UTR
cg08260052,0.010529783819477504,MEFV,Body
cg15503076,-0.008765615165112385,MEG3,Body
cg11565512,-0.010205388252066684,MEGF10,5'UTR
cg02955098,-0.01588464765178505,MEGF6,Body
cg06029655,-0.010303858940040487,MEGF8,3'UTR
cg14180030,-0.00830899314973691,MEGF9,Body
cg06919693,-0.011566754485538561,MEIS1,Body
cg09970590,-0.012060263060283672,MEIS2,Body
cg13753526,0.009093956245124254,MELK,3'UTR
cg21312144,0.006018972383564712,MEMO1,Body
cg10821722,0.011714480625815435,MEN1,Body
cg25859468,0.006792029554448706,MEOX2,1stExon
cg20980592,-0.0067537352408222374,MEP1A,TSS200
cg06891869,-0.013346472981071389,MEPE,3'UTR
cg14900246,0.009018074396889885,MERTK,TSS1500
cg06991829,0.008829781632344618,MESP1,1stExon
cg02490034,0.010355207023716024,MEST,TSS1500
cg06985664,-0.015379692490973167,MET,Body
cg04750593,0.005488281538359447,METAP1,1stExon
cg07805603,-0.008535893654757806,METAP2,Body
cg25452172,-0.00784023084016186,METTL1,3'UTR
cg07243656,-0.0032764070861276235,METTL14,TSS1500
cg08017956,-0.0073426381796969755,METTL3,Body
cg16168723,0.005883235114858971,METTL4,TSS200
cg03856949,-0.006769159397360713,METTL7A,TSS1500
cg11269166,-0.008366740408391232,METTL8,Body
cg08194752,-0.008983604259030973,METTL9,Body
cg15901997,0.006423030586926496,MEX3C,1stExon
cg14422179,-0.005164735237922246,MFAP1,Body
cg24229691,-0.0064183755197715865,MFAP5,TSS200
cg14385804,-0.005731722831125039,MFF,Body
cg08896420,0.007371434587277599,MFGE8,Body
cg08058131,-0.010532785345387412,MFN1,Body
cg16040838,0.0068997407125484704,MFN2,TSS200
cg01869896,0.010602436751851968,MFSD2A,TSS1500
cg22546696,0.00948265264120793,MGA,1stExon
cg18971054,-0.009093437438284785,MGAM,5'UTR
cg22639242,0.008073255593873062,MGAT1,5'UTR
cg19774553,0.0034866464004215396,MGAT2,TSS1500
cg05153474,-0.007042932792835351,MGAT3,Body
cg20957396,0.009813967494827635,MGAT5,Body
cg23530268,-0.023504775918154544,MGAT5B,Body
cg25736626,-0.011679961032244281,MGLL,Body
cg18148349,-0.027265446714553075,MGMT,Body
cg04885072,-0.012231019941504233,MGST1,Body
cg26588045,-0.014529892434411032,MIA,Body
cg24603941,0.01119342062455676,MIA2,5'UTR
cg07049833,0.004962458385333169,MIA3,TSS1500
cg18940588,0.007941476513573192,MIAT,TSS200
cg12985418,0.0034856192498514717,MIB1,TSS1500
cg07147033,0.00927393124588448,MIB2,TSS1500
cg12182649,0.02040426414674818,MICA,Body
cg14792845,-0.015733845011105894,MICAL2,5'UTR
cg04305228,-0.011858219262024752,MICAL3,3'UTR
cg23660197,-0.007644395215018683,MICB,3'UTR
cg24252614,0.0037840986130456525,MIER3,TSS200
cg14740204,0.005486088544407904,MIF,TSS200
cg23498628,0.0071768989548426495,MIF4GD,3'UTR
cg02202858,-0.009678263942733481,MIIP,TSS1500
cg22110517,-0.006196236485361108,MINK1,3'UTR
cg12601884,0.005587573654149038,MINPP1,Body
cg03677924,-0.010825434833397997,MIP,TSS1500
cg08109266,-0.011574848418816673,MIPOL1,Body
cg23792592,-0.014362035422463972,MIR1-1,TSS1500
cg19116912,-0.00796944937716385,MIR100,Body
cg18222371,0.001008677731676504,MIR101-1,TSS200
cg24445034,-0.003712543542972603,MIR107,TSS1500
cg14884929,-0.0032364699936218455,MIR10A,TSS1500
cg23460578,-0.010082126318845011,MIR10B,TSS1500
cg22144942,-0.008148475695477359,MIR1179,TSS200
cg20272287,-0.015839490584779913,MIR1180,TSS200
cg22683879,0.00629275025005552,MIR1181,TSS200
cg25562958,-0.0005152076559803246,MIR1197,TSS1500
cg11845241,-0.002521261740760808,MIR1200,TSS1500
cg01521220,0.004850273386183458,MIR1203,Body
cg11201447,-0.01788279604862996,MIR1204,TSS200
cg03611307,0.010183075805590558,MIR1205,TSS1500
cg26180383,-0.008705705219862789,MIR1207,TSS1500
cg11792826,-0.0035649546861746275,MIR1208,TSS1500
cg00481280,-0.0029168618298068454,MIR122,TSS200
cg20653075,-0.004774468262096476,MIR124-2,TSS200
cg04927004,0.010298319783937844,MIR124-3,TSS1500
cg16588417,-0.008608318594478031,MIR1246,TSS1500
cg18614984,0.008271980159750609,MIR1253,TSS1500
cg05687686,0.005266068617614162,MIR1258,TSS1500
cg05493001,-0.010374983767307912,MIR125A,TSS1500
cg07685357,-0.009474981389830479,MIR125B1,TSS1500
cg00501622,0.008559931541067432,MIR126,TSS1500
cg13959943,-0.00684763840038875,MIR1265,TSS1500
cg06706204,-0.01786266408651499,MIR1266,TSS200
cg05899507,-0.008945736615257611,MIR127,TSS200
cg01956472,-0.007756419635721585,MIR1275,TSS200
cg13892257,-0.010709156812337911,MIR1276,TSS200
cg01243312,0.005759910916431479,MIR128-1,Body
cg13383435,-0.009751814910863459,MIR128-2,TSS200
cg10581650,-0.006570508721861861,MIR1287,Body
cg04840800,-0.012055601355035788,MIR129-1,TSS1500
cg01939477,0.005181077161561813,MIR129-2,TSS200
cg26132853,0.0014961056395778973,MIR1292,TSS1500
cg19092045,-0.016050083030455572,MIR1297,TSS1500
cg06964030,-0.00900459601721664,MIR1306,Body
cg10949319,-0.005391761012207427,MIR1307,Body
cg23371208,0.005317603805085254,MIR130A,TSS200
cg16244770,-0.01234545580923017,MIR130B,TSS1500
cg12255698,0.005519365589805479,MIR132,TSS200
cg24128045,-0.014957756559638302,MIR1323,TSS1500
cg10488199,-0.01564980723626509,MIR133B,Body
cg26238975,-0.012607991555814796,MIR134,TSS1500
cg02017047,-0.002610466051469631,MIR135A1,TSS1500
cg25202407,-0.008996101053402221,MIR135B,TSS200
cg02344891,-0.009173852156910196,MIR136,TSS200
cg10489614,-0.011249458200353316,MIR137,TSS1500
cg01735503,0.010853598530775839,MIR140,TSS200
cg24702147,0.012180276841517242,MIR141,TSS1500
cg00176888,0.005892266633238151,MIR142,TSS200
cg04317047,-0.007808387089406235,MIR143,TSS200
cg11671363,0.009291282035983546,MIR145,TSS200
cg09701700,-0.012264032787050454,MIR146B,TSS1500
cg12677723,-0.01047375832402391,MIR1470,TSS1500
cg03853208,-0.008664564596032737,MIR148A,TSS200
cg00240007,0.0016911980888136586,MIR148B,TSS1500
cg17367832,0.007002577526825271,MIR149,TSS200
cg03737367,-0.012877347675748661,MIR150,TSS1500
cg05096161,0.007025924686193006,MIR152,TSS200
cg19477205,-0.006706951640807941,MIR154,TSS1500
cg14544087,-0.004383800657045219,MIR155,TSS1500
cg07143733,-0.00723750816095194,MIR155HG,Body
cg04908961,-0.009170972864899134,MIR17HG,Body
cg06855983,0.0030189968907012345,MIR181C,TSS1500
cg18745782,-0.008594505732325747,MIR181D,TSS1500
cg08755972,-0.008888515705406946,MIR182,TSS1500
cg22047901,-0.01154561741243925,MIR183,TSS1500
cg01207916,-0.004232056486983696,MIR184,TSS1500
cg05827233,-0.010807495106692483,MIR187,Body
cg12517394,0.005567394029418925,MIR1908,TSS200
cg01386868,-0.005881423668466739,MIR1909,TSS200
cg12640942,-0.00463574893329844,MIR190B,TSS1500
cg04792715,0.007702140565425384,MIR191,TSS1500
cg00400165,-0.003939043345891662,MIR192,TSS1500
cg22533683,0.007059498095295648,MIR193A,Body
cg10420310,-0.007499545980542523,MIR193B,TSS1500
cg04430582,-0.007512130575072482,MIR195,TSS1500
cg10432569,-0.00629728500150785,MIR196A1,Body
cg16400495,-0.016144441054450006,MIR196A2,Body
cg18311537,0.00825352168816669,MIR196B,TSS200
cg11515530,-0.002021291966747545,MIR197,TSS1500
cg16395432,0.0059837786191639835,MIR1976,TSS1500
cg08840687,-0.00390990114177729,MIR198,TSS200
cg13718827,-0.0003854485242598497,MIR199B,TSS1500
cg02297838,-0.011434607590733328,MIR19A,TSS1500
cg13362546,-0.009915173969829884,MIR200A,TSS1500
cg11203990,-0.014472930309154723,MIR200B,TSS200
cg05468584,-0.00945233566227011,MIR202,TSS200
cg14701682,-0.009213864423097292,MIR206,TSS1500
cg04276626,-0.0054815999442085475,MIR21,TSS200
cg08200293,0.008046172760768055,MIR210,TSS1500
cg06314969,-0.008748691490793995,MIR211,TSS200
cg15372479,0.0031597560941596103,MIR2110,TSS200
cg04631281,0.004259349616061172,MIR212,TSS200
cg25249448,-0.013084377997975346,MIR216A,TSS200
cg01160855,-0.007130302831885309,MIR216B,Body
cg13618190,-0.006637628512991265,MIR217,Body
cg07706375,-0.00043440273534558913,MIR23A,TSS200
cg08849095,-0.008921433290223922,MIR23B,TSS1500
cg02268620,-0.0003193554910147723,MIR24-1,TSS1500
cg15787712,-0.006100885123188816,MIR24-2,TSS1500
cg09538129,0.007021005700119575,MIR25,TSS1500
cg19357865,0.002196438426510894,MIR27A,Body
cg14977365,-0.006802844961642841,MIR296,TSS200
cg21983491,-0.008632722851685376,MIR298,TSS200
cg18384960,-0.01224104853697215,MIR299,TSS1500
cg10758022,-0.01260287845444123,MIR29A,TSS200
cg22525895,0.004149922762811941,MIR29B2,TSS1500
cg07664909,-0.0062406287183846875,MIR29C,TSS1500
cg02174748,-0.010523149803609124,MIR300,TSS200
cg04282607,-0.017313058193511702,MIR301B,Body
cg12093220,-0.0016362081495510297,MIR302D,TSS1500
cg19098437,-0.00559500327906528,MIR30A,Body
cg03331035,0.007070065607570775,MIR30B,TSS1500
cg14351526,-0.01081032612089613,MIR30C2,TSS200
cg04650403,-0.0074660730244917395,MIR328,TSS200
cg12536502,0.0063201451459406295,MIR330,TSS1500
cg11690824,-0.004394558525713923,MIR331,TSS200
cg02233213,-0.008463060667220901,MIR33A,TSS200
cg19619576,-0.009600880554874036,MIR33B,TSS1500
cg09133836,-0.0070497786798748895,MIR340,Body
cg26157803,-0.0030600890718587123,MIR345,TSS1500
cg16570507,-0.014803279779690065,MIR346,TSS200
cg00909706,-0.005487644552635593,MIR34A,TSS200
cg26561785,0.006619901282211107,MIR34B,TSS200
cg12782201,-0.009982705253571724,MIR369,TSS200
cg18403970,-0.013724963487647804,MIR372,TSS200
cg23072571,-0.006513759682534203,MIR373,Body
cg14358282,0.009899035376722539,MIR375,TSS200
cg22542859,-0.009513805119419697,MIR377,TSS200
cg14866339,-0.013089199433600261,MIR379,TSS1500
cg10082525,-0.009843381364562967,MIR380,TSS1500
cg13677859,-0.0036828165467297576,MIR381,TSS1500
cg07521789,-0.012310809665732577,MIR382,TSS1500
cg19004110,-0.013443612683297175,MIR383,TSS200
cg23270924,-0.007938262603546258,MIR409,TSS200
cg18264298,-0.007881527772458274,MIR410,TSS1500
cg13278105,-0.007430110054964893,MIR411,TSS1500
cg07918453,-0.007599906770942745,MIR412,TSS1500
cg24102938,-0.0024809811053219852,MIR423,TSS200
cg03528302,-0.00918981383611251,MIR429,Body
cg02022380,-0.009472830244188423,MIR431,TSS1500
cg06792448,-0.006243686977657807,MIR432,TSS1500
cg00978822,0.005483372198199056,MIR449B,TSS1500
cg14079131,-0.0035698553490233656,MIR449C,TSS1500
cg14890224,-0.006861207138817571,MIR483,TSS1500
cg01119169,-0.0031840293048403237,MIR485,TSS200
cg00395657,-0.005698728874074575,MIR487A,TSS200
cg00844429,-0.008567931719556067,MIR487B,TSS1500
cg12033297,-0.007646889395903456,MIR488,TSS1500
cg03816029,-0.006504823647089218,MIR489,Body
cg08922308,-0.06024390106796906,MIR492,TSS1500
cg12785573,-0.013779793155046698,MIR493,TSS200
cg01244514,-0.012988016974804669,MIR494,TSS200
cg21809913,-0.01263593775049832,MIR495,TSS200
cg14355941,-0.008461625746268815,MIR496,TSS1500
cg10362294,0.0011448023750084365,MIR498,TSS200
cg27664418,-0.004258523119481937,MIR517A,TSS1500
cg11251554,-0.010120656895923459,MIR518B,TSS1500
cg23319790,-0.011312037593570601,MIR519D,TSS1500
cg17670263,0.0007001873651995578,MIR520C,TSS1500
cg14113046,-0.000869394375032792,MIR520F,TSS1500
cg21456301,-0.007985551699606937,MIR520G,TSS1500
cg00054741,-0.005787405166646173,MIR523,TSS1500
cg23908943,-0.006279994605620323,MIR524,TSS1500
cg21592803,-0.0071452561133541455,MIR525,TSS1500
cg00047185,-0.014394366024292667,MIR526B,TSS1500
cg04272133,-0.008958739509384282,MIR543,TSS1500
cg21490751,-0.005222232954480151,MIR551B,TSS1500
cg04436701,-0.00016167425492560916,MIR557,TSS1500
cg10285618,-0.013698080575698976,MIR559,TSS200
cg22821220,-0.008366062387053364,MIR563,Body
cg17410922,0.00443067577551637,MIR564,Body
cg04885775,-0.007087050698510403,MIR568,TSS200
cg06277638,0.009110967558986494,MIR570,TSS1500
cg06606539,-0.005589083425765104,MIR572,TSS1500
cg18363417,-0.006688996763114561,MIR573,TSS200
cg05616278,0.0063401266645355895,MIR574,TSS1500
cg09031823,-0.008861353961431619,MIR575,TSS1500
cg26171815,-0.004486680208570431,MIR580,TSS1500
cg24185852,-0.014531150115360816,MIR585,TSS200
cg01024247,0.009107129062157214,MIR589,TSS200
cg01459030,-0.0026942298027954176,MIR590,TSS200
cg18964251,-0.005557318702304618,MIR591,TSS1500
cg15908975,-0.015891025080955166,MIR592,TSS1500
cg06742077,-0.016030394248162615,MIR596,TSS1500
cg14201324,-0.0032462271487755257,MIR598,TSS1500
cg10500570,-0.005903442131503617,MIR599,TSS1500
cg00424588,0.0003064268727268546,MIR601,TSS200
cg07158816,0.005258464362492226,MIR603,TSS1500
cg02005336,0.006761344264080761,MIR611,TSS200
cg21144158,-0.004534497180815629,MIR612,TSS1500
cg08411094,-0.006821295937330637,MIR613,TSS1500
cg05348982,0.006236274330523472,MIR618,TSS1500
cg19685229,-0.0036684570770125105,MIR620,TSS1500
cg08963258,-0.002803421729970806,MIR635,TSS1500
cg16046954,0.006782626217899044,MIR636,TSS1500
cg18331165,-0.0044344255794160434,MIR637,TSS1500
cg15392792,0.0017884650192570828,MIR638,Body
