ID,dbeta,UCSC_RefGene_Name,UCSC_RefGene_Group
cg09649686,-0.5152302693111909,NCOA7,5'UTR
cg00253204,-0.5139374379238447,NCOR1,1stExon
cg02053964,-0.5155549407798731,NCOR2,Body
cg12123879,-0.47874905689461245,NCR1,TSS200
cg03820379,0.43434321971446443,NCR2,TSS200
cg08610982,-0.4661302587899307,NCR3,TSS200
cg25233208,0.4007900771736335,NCRUPAR,TSS1500
cg26820501,-0.5120270557536801,NCSTN,TSS200
cg05407825,-0.5173295606342933,NDC80,TSS1500
cg21321885,-0.5207150548471979,NDE1,5'UTR
cg11872504,0.3855856339285438,NDN,TSS1500
cg18745406,-0.5196264943764255,NDRG1,TSS1500
cg05246507,-0.5074066250525416,NDRG2,TSS200
ch.20.739424F,-0.5127445256180055,NDRG3,Body
cg01733271,-0.5175147789686713,NDRG4,Body
cg24153754,0.45172579557497217,NDST1,Body
cg27063986,0.44965349004360566,NDST4,TSS1500
cg11562759,-0.517565320045382,NDUFA13,TSS200
cg02076804,-0.5222010965835011,NDUFA4,TSS200
cg16835618,-0.5124479686722535,NDUFA4L2,5'UTR
cg06058431,-0.5100511371959336,NDUFAB1,TSS200
cg18345844,0.4523623951585548,NDUFB2,Body
cg16758041,-0.5118319652387785,NDUFB6,TSS200
cg20958720,-0.5135950175913873,NDUFS1,1stExon
cg08139833,-0.5225318688197668,NDUFS8,5'UTR
cg12637942,-0.5147843216413652,NEAT1,TSS200
cg11787785,-0.5019826345544758,NEBL,TSS200
cg09498379,-0.5167140512340184,NEDD4,1stExon
cg27105827,-0.518126882131315,NEDD4L,5'UTR
cg25055403,-0.5140720615679432,NEDD8,Body
cg10308812,-0.521398145785134,NEDD9,1stExon
cg10188823,-0.44817455590338695,NEFH,5'UTR
cg01614020,-0.49846985723881926,NEFL,TSS200
cg09234518,-0.49616081289386554,NEFM,TSS200
cg01425670,-0.5088856597956299,NEGR1,TSS1500
cg26752888,-0.5105514889400196,NEIL2,5'UTR
cg05367790,-0.5142332433248721,NEIL3,TSS200
cg07091392,-0.5202283898632648,NEK1,TSS200
cg22415969,-0.5205320992551757,NEK10,TSS200
cg09897338,-0.516122750848179,NEK2,TSS200
cg08287471,-0.49288186223264996,NEK6,5'UTR
cg00194207,-0.5167516296940784,NEK8,Body
cg08847533,-0.5139406627041019,NEK9,TSS200
cg01563031,-0.5094963350362408,NELL1,Body
cg13055665,-0.5024259327299034,NELL2,Body
cg17150474,-0.5102057375408144,NEO1,TSS1500
cg17872853,-0.5118911825641174,NES,TSS1500
cg25822326,-0.5148961373047077,NET1,TSS200
cg04660816,-0.5170912808684369,NETO2,TSS200
cg17707984,-0.5175047267353545,NEU1,1stExon
cg20795863,0.45112152569193203,NEU2,TSS1500
cg15734123,-0.5183374314026044,NEU3,TSS200
cg03877418,0.4570054383338082,NEU4,Body
cg06963053,-0.5076861508955139,NEUROD1,TSS200
cg03569748,-0.5001735274648456,NEUROD2,TSS200
cg22630755,-0.5089738396773933,NEUROG1,TSS200
cg09154558,-0.5037938792084824,NEUROG3,TSS1500
cg20967975,-0.5041385414164897,NEXN,5'UTR
cg10024000,-0.5167990745570166,NF1,1stExon
cg10400825,-0.5192152934284185,NF2,TSS200
cg05369166,-0.4945791637780373,NFASC,TSS1500
cg26183662,-0.5160159112231014,NFAT5,1stExon
cg06973760,-0.5170535266584207,NFATC1,TSS1500
cg27581965,-0.5116982405765708,NFATC2,TSS200
cg07117119,-0.5173204381310305,NFATC3,Body
cg25076767,-0.5120148655482815,NFATC4,1stExon
cg22026610,-0.5026089593968737,NFE2,TSS200
cg09793807,-0.5136338598925771,NFE2L1,TSS200
cg21382890,-0.5158183249152561,NFE2L2,Body
cg13118545,-0.5104705656058336,NFE2L3,TSS1500
cg21412992,-0.5176370056861115,NFIA,Body
cg01518631,-0.4823671198865305,NFIB,TSS1500
cg27477148,-0.5148301429228075,NFIC,Body
cg13413755,-0.5123599813565591,NFIL3,TSS1500
cg02761523,-0.5133235724188505,NFIX,1stExon
cg01137708,-0.5187842642427686,NFKB1,5'UTR
cg13542817,-0.5211973063841703,NFKB2,1stExon
cg05852416,-0.5136459118825023,NFKBIA,TSS1500
cg27608028,-0.5115334452031824,NFKBIE,1stExon
cg09780039,-0.5193737224043419,NFKBIZ,5'UTR
cg09297145,-0.5126725445163774,NFYA,TSS200
cg23272632,-0.49659074859827085,NGB,Body
cg13613280,-0.47763580966423447,NGF,TSS200
cg05817031,-0.5142814412758131,NGFR,Body
cg13305165,-0.516878775432938,NGLY1,TSS1500
cg24106636,-0.4940260396146247,NHLH2,5'UTR
cg02957057,-0.49752743826499685,NID1,TSS200
cg26394244,-0.514728383939608,NID2,TSS200
cg10089247,-0.5081887989678294,NIF3L1,5'UTR
cg10083996,-0.5089577554255957,NIN,TSS1500
cg11828766,-0.5161403352800445,NINJ1,TSS200
cg09804398,-0.515913492033721,NINL,5'UTR
cg12611063,-0.5135168532947378,NIPBL,5'UTR
cg00876153,-0.5152614483881481,NIPSNAP1,TSS200
cg21593670,-0.4921724127554174,NISCH,Body
cg04865672,-0.5141279016934989,NIT1,1stExon
cg17818184,-0.5214583900915624,NIT2,TSS200
cg18457076,-0.5098626362339956,NKAIN2,TSS1500
cg18900535,0.43980348877983927,NKAPL,1stExon
cg03214308,-0.5057608171449253,NKD1,TSS1500
cg02345266,-0.5100700148614338,NKD2,TSS1500
cg24938498,-0.519116526801826,NKTR,1stExon
cg14867569,-0.5096658605727272,NKX2-1,TSS200
cg23114866,-0.49896499716222026,NKX2-2,TSS1500
cg05432973,-0.5188184672251696,NKX2-3,TSS200
cg01282074,-0.5085304428271662,NKX2-5,TSS200
cg09802608,-0.5076593833336684,NKX2-8,5'UTR
cg18502021,-0.5101501394616363,NKX3-1,TSS1500
cg08444220,-0.5067112846274294,NKX6-2,TSS1500
cg03403688,0.4591912135265172,NLGN2,Body
cg25992610,-0.5098534702702737,NLK,TSS1500
cg24907970,-0.5190976249453821,NLN,1stExon
cg03065612,-0.5086153741373906,NLRC3,TSS1500
cg22713339,0.45189143496567064,NLRC4,Body
cg02493440,-0.5192332926682094,NLRC5,5'UTR
cg00268086,-0.5029808786337682,NLRP1,5'UTR
cg10968958,0.4357532478142881,NLRP2,Body
cg03505654,-0.5024314031202208,NLRP3,5'UTR
cg11717054,-0.46328571036567184,NLRP6,Body
cg17231661,-0.5130173116660605,NLRX1,5'UTR
cg17891194,-0.51862780665648,NMB,TSS200
cg26365690,-0.4845896961626048,NMBR,TSS200
cg16568530,-0.5202351914464421,NME1,5'UTR
cg11599457,0.44309014402278385,NME1-NME2,Body
cg11249998,-0.5118375477098137,NME2,5'UTR
cg00485296,-0.5088153704789543,NME3,1stExon
cg00221969,-0.4876711067513653,NME4,Body
cg14046365,-0.5119191086701168,NMI,5'UTR
cg02338858,-0.5134344295421821,NMNAT1,TSS1500
cg00767642,-0.504420455589442,NMNAT2,5'UTR
cg19583265,0.37761789194334977,NMS,TSS200
cg10755730,-0.5192645582649908,NMT1,TSS1500
cg04895321,-0.5200363191180284,NMT2,Body
cg04427852,-0.5011167476448515,NMU,TSS200
cg23566503,-0.1086368012886782,NNAT,1stExon
cg14520913,0.432485891460432,NNMT,TSS200
cg12656077,-0.522340777371603,NNT,TSS200
cg01432878,-0.5126932121117403,NOB1,TSS200
cg24664590,-0.5151422110852095,NOC2L,Body
cg16391151,-0.5158577860178679,NOD1,5'UTR
cg02119982,0.4562598940431652,NOD2,Body
cg15909933,-0.49264817221003143,NODAL,Body
cg15002214,-0.5128116965805523,NOG,TSS1500
cg00332745,-0.503802803371736,NOL3,Body
cg08141495,-0.5030701586318667,NOL4,Body
cg16253168,-0.519353163191941,NOL7,TSS1500
cg01566460,0.44286931694805826,NOL9,Body
ch.10.2186853R,-0.5242514487508586,NOLC1,Body
cg26166446,0.4551821810788367,NOP14,Body
cg01252586,-0.5170023110054759,NOP16,1stExon
cg17975492,-0.522969600831546,NOP2,TSS200
cg17747171,-0.5028942614717791,NOP56,Body
cg04883903,-0.49774003017788543,NOS1,5'UTR
cg00776464,-0.5143650934047712,NOS1AP,TSS1500
cg02976568,-0.4949889979453443,NOS2,Body
cg25007250,0.4500103086815589,NOS3,TSS1500
cg20042228,-0.5041076860929161,NOTCH1,Body
cg07963760,-0.5070789963902894,NOTCH2,1stExon
cg21514227,-0.5105070215595149,NOTCH3,Body
cg24642916,-0.5200763321281878,NOTCH4,Body
cg07559273,-0.486128666907888,NOVA1,Body
cg13445126,-0.5079884793538737,NOVA2,1stExon
cg08725840,-0.4795624771191521,NOX4,5'UTR
cg10227187,-0.4985008414953401,NOXO1,Body
cg14383135,-0.5073551401447374,NPAS2,5'UTR
ch.14.270578R,-0.5013833051987163,NPAS3,Body
cg16788234,-0.4938438403763248,NPAT,5'UTR
cg07778080,-0.5145497962624246,NPC1,TSS200
cg15419054,-0.47889928086616623,NPEPPS,Body
cg14039952,-0.5168725617629593,NPM1,Body
cg17710288,-0.513992907284326,NPM3,1stExon
cg00093890,-0.5114991920831558,NPNT,Body
cg09581756,0.4339458385057071,NPPA,Body
cg23127249,-0.5116585655851902,NPPC,TSS200
cg26246928,-0.5079527347217383,NPR1,1stExon
cg14030728,0.43690126794629675,NPR2,1stExon
cg01822624,-0.5136884006927271,NPR3,TSS1500
cg09640621,0.3180565835944388,NPS,TSS1500
cg24999308,-0.5057476080791915,NPTN,1stExon
cg13355248,-0.5072906615912736,NPTX1,1stExon
cg01613455,-0.5119301073365718,NPTX2,Body
cg24885417,-0.5068584741996596,NPY,TSS200
cg27504805,-0.5104299872585328,NPY2R,TSS200
cg13975625,-0.506630919658827,NPY5R,TSS1500
cg09516362,-0.5179448574884266,NQO1,1stExon
cg00920990,-0.5164918410782073,NQO2,TSS1500
cg24580782,0.43355233102949103,NR0B2,1stExon
cg02937233,-0.514488679840744,NR1D1,TSS200
cg24341299,-0.5081213434642062,NR1H2,TSS200
cg14181223,-0.520772653889585,NR1H3,5'UTR
cg08098450,0.44647887282317067,NR1H4,Body
cg24129382,-0.5103887584393797,NR1I2,Body
cg06927327,0.42619422060623796,NR1I3,Body
cg07851808,-0.5128823008425142,NR2C2,TSS1500
cg26856330,-0.5158623876041892,NR2C2AP,TSS200
cg04407470,-0.5112491648536194,NR2E1,Body
cg12355108,0.44472299932115006,NR2E3,3'UTR
cg24528447,-0.4940042144395031,NR2F1,TSS1500
cg01370181,-0.5086674199866483,NR2F2,TSS200
cg00865724,-0.5174386876431778,NR2F6,Body
cg26720913,-0.5205471914054092,NR3C1,1stExon
cg24525872,-0.5137046735349334,NR3C2,TSS200
cg12610867,-0.509278065525314,NR4A1,1stExon
cg13945301,-0.515501011891136,NR4A2,TSS1500
cg13666703,-0.5197335917552962,NR4A3,TSS1500
cg14458908,0.4482715253452968,NR5A1,5'UTR
cg24352938,-0.5111743876087618,NR5A2,Body
cg14377982,-0.5123648946231633,NR6A1,TSS1500
cg13865502,-0.5089248520874969,NRARP,1stExon
cg00252422,-0.5134430585676434,NRAS,5'UTR
cg09131844,-0.5136314115505551,NRBP1,TSS200
cg17885062,-0.5011887804738226,NRCAM,5'UTR
cg25798982,-0.5155099318755318,NRF1,5'UTR
cg06926782,-0.4876348022307987,NRG1,Body
cg00371829,-0.4769002755399929,NRG4,TSS200
cg21770330,-0.5148116963525526,NRGN,3'UTR
cg19801421,-0.512205810051063,NRIP1,5'UTR
cg23915314,-0.5135264573899563,NRL,Body
cg07994987,-0.5115730955262177,NRN1,TSS200
ch.10.844982F,-0.5164064778603598,NRP1,Body
cg17809414,-0.5125324887269135,NRP2,5'UTR
cg01070355,-0.4980821942620142,NRSN1,TSS200
cg24657604,-0.5162685326016764,NRSN2,5'UTR
cg11575912,-0.5125622965140242,NRTN,3'UTR
cg08881067,-0.5180681092803772,NSA2,TSS1500
cg03536787,-0.5107772478331744,NSD1,5'UTR
cg00347824,-0.5179059560689402,NSMAF,Body
cg01541629,-0.5176733143526735,NSUN2,1stExon
cg27330627,-0.5167076472807114,NSUN5,1stExon
cg05884756,-0.5124082695777835,NT5C,TSS200
cg23045719,-0.48283681018293007,NT5C1A,1stExon
cg03897607,0.4446934717400101,NT5C1B,Body
cg09865173,-0.5131566185926443,NT5C2,5'UTR
cg09455182,-0.5113956495439423,NT5DC2,Body
cg17488985,-0.508761187790059,NT5E,1stExon
ch.12.158852F,-0.5135153903769798,NTF3,Body
cg20471045,-0.41458763498297324,NTF4,TSS1500
cg02263479,-0.5170104228215289,NTHL1,1stExon
cg03189990,-0.5084001933471772,NTM,Body
cg13148126,-0.5185211367790599,NTN1,TSS200
cg04738301,-0.5150090113212871,NTN4,TSS200
cg01559617,-0.5085298322776981,NTNG1,5'UTR
cg13422850,-0.5095567688792498,NTNG2,Body
cg12499211,-0.5071442709054451,NTRK1,Body
cg01009697,-0.5035517894497208,NTRK2,TSS1500
cg11525479,-0.5205341506639123,NTRK3,5'UTR
cg04916911,-0.4703080839667571,NTS,5'UTR
cg09893588,-0.5114727917099765,NTSR1,TSS200
cg22764639,-0.501309794108909,NUAK1,5'UTR
cg04312919,-0.5184653830070711,NUAK2,Body
cg03547722,-0.5098551845678461,NUBP1,1stExon
cg07029397,-0.5109744897641976,NUCB2,TSS200
cg14239491,-0.5121064703066306,NUCKS1,5'UTR
cg26101683,-0.5196338252186763,NUDCD1,Body
cg07287682,-0.5200564482524195,NUDT1,TSS200
cg02941219,-0.5151630388857441,NUDT21,1stExon
cg17586365,-0.5162815418479233,NUDT5,1stExon
cg09936566,-0.5162772001639737,NUF2,5'UTR
cg05649885,-0.5194442031245611,NUFIP2,TSS1500
cg16012919,-0.5129513730109031,NUMB,TSS1500
cg19221841,-0.5126186926277009,NUMBL,TSS1500
cg03354009,-0.5161431209025705,NUP107,TSS1500
cg04765285,-0.5106264713358997,NUP153,TSS200
cg01131549,-0.5196791582585482,NUP214,Body
cg22608147,-0.5073400630363291,NUP54,TSS200
cg17177829,-0.5144377190934576,NUP62,TSS200
cg00138451,0.43113942649540216,NUP88,Body
cg10027237,-0.5091155152840908,NUP93,5'UTR
cg03083542,-0.5098989269267129,NUP98,TSS1500
cg16576597,0.41169097898333995,NUPR1,TSS1500
cg04350358,-0.5193770631605534,NUS1,TSS1500
ch.15.429642R,-0.5193411930095174,NUSAP1,Body
cg09500002,0.4450365457353419,NWD1,Body
cg05865567,-0.5166560820811252,NXF1,1stExon
cg17294308,-0.5076351763712752,NXN,TSS1500
cg09828625,-0.5222054692408219,NXT1,TSS200
cg13483603,-0.5196276886665379,OAS1,5'UTR
cg25319449,-0.521684807214604,OAS3,TSS200
cg13948230,-0.5199289633120897,OAT,5'UTR
cg00008839,-0.517530174303114,OAZ1,TSS1500
cg13941436,0.3591504994020606,OBP2A,TSS1500
cg15278646,-0.5177325707812092,OCA2,5'UTR
cg08942875,-0.511805201514024,OCIAD2,TSS200
cg17392648,-0.5153677675777405,OCLN,5'UTR
cg25569624,0.30127354938049244,OCM,TSS1500
cg04570669,0.42055511907499815,ODAM,Body
cg00071565,-0.5183069387005222,ODC1,TSS200
cg25255602,0.45073938404605324,ODF1,Body
cg20703290,-0.51909354241222,OGDH,TSS200
cg12503575,-0.5112211690182245,OGDHL,TSS200
cg08525481,-0.5165074754646741,OGFR,Body
cg19391888,-0.5097891067687531,OGG1,1stExon
cg13831848,0.4470766740214752,OGN,Body
cg08180032,-0.4997291706918941,OIP5,Body
cg12582008,0.44514029298304414,OLFM4,Body
cg17253459,0.43325630269683046,OLFML3,Body
cg26770917,-0.5140011305106564,OLIG1,1stExon
cg23253569,-0.5046544470216034,OLIG2,TSS200
cg12203957,0.439304881786876,OLR1,Body
cg16661813,-0.5153382812408622,OMA1,5'UTR
cg24425628,0.44054519199084513,OMG,TSS1500
cg13466901,0.43888949250914544,OMP,1stExon
cg02061705,-0.4935395714731876,ONECUT1,TSS1500
cg14345128,-0.5109965518448484,ONECUT2,TSS200
cg27222803,-0.5062433666260953,OPA1,TSS200
cg07649562,-0.5030664673074817,OPCML,TSS1500
cg18181161,0.44955021479904334,OPN1SW,1stExon
cg18102710,0.4479821685869224,OPN4,TSS200
cg20003692,-0.510013646596683,OPRD1,1stExon
cg25990647,-0.495310890418069,OPRK1,5'UTR
cg17839259,-0.5089011166604359,OPRL1,5'UTR
cg23384428,0.4360230948167021,OPRM1,Body
cg05657520,0.4476359074085008,OPTC,TSS1500
cg13901752,-0.5122859818957776,OPTN,TSS200
cg15375826,0.41598162364757757,OR10A4,TSS1500
cg02634507,0.40663725338697715,OR2AG1,TSS1500
cg23632744,0.4423233613268943,OR51E1,Body
cg10905180,-0.46940998925196986,OR51E2,3'UTR
cg24082347,-0.5158523775343768,ORAI1,Body
cg09113850,-0.5125300908348339,ORAI3,TSS200
cg16408565,0.4432874418209951,ORM2,TSS1500
cg13476672,-0.5178366125222419,ORMDL3,5'UTR
cg02713851,-0.514517662976702,OSBP,1stExon
cg21627589,-0.504811484000941,OSBPL7,1stExon
cg16994622,-0.5171056144472815,OSBPL8,5'UTR
cg09662887,-0.515116775296552,OSCP1,TSS200
cg08589960,-0.512510780673542,OSGIN1,TSS200
cg02597698,-0.510646117280393,OSM,TSS200
cg02390103,-0.5071320688772419,OSMR,5'UTR
cg17097782,-0.4997659052187438,OSR1,3'UTR
cg13667655,0.4123372191353067,OSTF1,Body
cg20483215,-0.5095515211195064,OTOP2,TSS1500
cg13378628,-0.48818011039800074,OTP,TSS200
cg04712457,-0.5085285667008751,OTUB1,Body
cg12151785,-0.5121567474213511,OTUB2,TSS200
cg09113141,-0.510832893432328,OTUD1,1stExon
cg21028777,-0.521548150382867,OTUD4,5'UTR
cg27389262,-0.5120367404221838,OTUD7B,TSS200
cg26736450,-0.5179960550189419,OTX1,5'UTR
cg17205316,-0.49837007733445166,OTX2,5'UTR
cg16438291,-0.5144310285792522,OVCA2,TSS200
cg22997415,0.45300433104998505,OVGP1,TSS1500
cg20718083,-0.5146666769680279,OVOL1,TSS200
cg24580066,-0.5117039717442838,OVOL2,Body
cg16774604,-0.5189325566516679,OXA1L,1stExon
cg18584747,-0.5095098330564253,OXCT1,TSS200
cg19863773,0.4221351134386214,OXER1,TSS1500
cg22688260,-0.5212611007842053,OXNAD1,1stExon
cg22346581,-0.5147157149976711,OXR1,5'UTR
cg19619174,-0.4887900047550543,OXTR,5'UTR
cg17071855,-0.5025590527184579,P2RX1,1stExon
cg26620450,-0.48639501933633505,P2RX2,TSS1500
cg25762396,-0.4973133018472898,P2RX3,Body
cg24632597,-0.5119055026092519,P2RX4,1stExon
cg24713878,-0.5180884168706288,P2RX5,1stExon
cg19789653,-0.5187701625984371,P2RX6,TSS1500
cg06933924,-0.49766567914028653,P2RX7,Body
cg08570275,-0.5107940098532578,P2RY1,5'UTR
cg26182497,0.4415383920838081,P2RY12,3'UTR
cg07375150,-0.45161316860688006,P2RY13,Body
cg26046204,-0.5043517732493722,P2RY2,TSS1500
cg10287303,-0.5179794816222154,P4HA1,5'UTR
cg24887267,-0.5086596682400087,P4HA2,1stExon
cg25756853,-0.5080887987826038,P4HA3,1stExon
cg15882999,-0.5171046138051196,P4HB,TSS200
cg17527142,-0.5171244930775633,P4HTM,TSS200
cg03433549,-0.5151019708770067,PA2G4,Body
cg02879661,-0.5179391698940663,PABPC1,TSS1500
cg11224362,-0.5187342320730886,PABPC4,1stExon
cg26357017,-0.515298587501457,PABPN1,1stExon
cg02481015,-0.5110896846801337,PACRG,5'UTR
cg14541915,-0.509049507700502,PACS1,Body
cg13276896,-0.5138022319342339,PACS2,1stExon
cg23232880,0.4483150231791463,PADI1,Body
cg19282714,-0.5049143563114434,PADI2,5'UTR
cg03547640,-0.48918852118904377,PADI4,Body
cg01055695,0.4173088285408863,PAEP,TSS1500
cg15817923,-0.5136781772671164,PAF1,TSS200
cg18688522,-0.5060328958322882,PAFAH1B1,5'UTR
cg18078696,-0.5130755096184976,PAFAH1B2,TSS1500
cg03660911,-0.5125155808552846,PAG1,TSS200
cg15963417,-0.5081452557969731,PAH,5'UTR
cg01962650,-0.5169924972299961,PAICS,TSS1500
cg25124965,-0.515957592921039,PAIP2,5'UTR
cg25681618,-0.5166349764515542,PAIP2B,TSS200
cg22207602,-0.5164397039104446,PAK1,TSS200
cg21244153,-0.50059308164175,PAK2,TSS200
cg02704345,-0.5111381827368439,PAK4,5'UTR
cg18097281,-0.5156221367573915,PAK6,5'UTR
cg09705885,-0.5193917167500482,PALB2,1stExon
cg24887416,-0.5171011172362148,PALLD,1stExon
cg04227789,-0.499260686563202,PAM,TSS200
cg20014960,-0.4983534158845744,PAMR1,TSS200
cg15680975,-0.5139971271957057,PANK2,5'UTR
cg00007981,-0.5188419180650446,PANX1,1stExon
cg10118227,0.45241078480481983,PANX3,3'UTR
cg11881202,-0.5089305176975353,PAPLN,Body
cg23875821,-0.5122394883264861,PAPOLA,Body
cg13561592,-0.4829695515720314,PAPPA,Body
cg07659934,-0.5178629566530679,PAPSS1,Body
cg25864218,-0.5156302060746244,PAQR3,TSS200
cg01734140,-0.5011745690417758,PAQR4,1stExon
cg01909024,0.445675037863243,PAQR7,5'UTR
cg19192223,-0.5156643621790036,PARD3,TSS1500
ch.2.4104651R,-0.514368132971653,PARD3B,Body
cg16295162,-0.5094397945531486,PARD6G,TSS200
cg08215115,0.22556361036578879,PARG,Body
cg17425224,-0.5162622843097525,PARK7,TSS1500
cg26189112,-0.5201439837658074,PARM1,TSS200
cg04568155,-0.515674286615174,PARN,TSS200
cg07113065,-0.5116454331828713,PARP1,Body
cg04267467,-0.5130428040898629,PARP12,Body
cg16232327,-0.5107219412061965,PARP14,TSS1500
cg24595957,-0.5226047318547183,PARP2,TSS200
cg14974841,-0.511753100281255,PARP3,TSS1500
cg18061532,-0.5154067467266626,PARP4,1stExon
cg25274052,-0.5107753707379393,PARP6,TSS1500
cg01678062,-0.5131974907976116,PARP9,1stExon
cg05141014,0.4527196776078757,PART1,Body
cg06030166,-0.5101744491883627,PARVB,Body
cg04017276,-0.5157073220873319,PARVG,5'UTR
cg12271966,-0.5130012037303969,PATZ1,TSS1500
cg05404701,-0.50643653371832,PAWR,TSS200
cg07684169,-0.4935655336904553,PAX1,1stExon
cg11880652,-0.5106873020376919,PAX2,TSS200
cg08431536,-0.5103367081671761,PAX3,Body
cg17147579,0.42721567527937554,PAX4,TSS1500
cg11283700,-0.5132560064212612,PAX5,Body
cg18270629,-0.5099626130926886,PAX6,5'UTR
cg13969001,-0.5048022108941522,PAX7,5'UTR
cg25243455,-0.457391225035899,PAX8,Body
cg01672943,-0.49403130648556864,PAX9,TSS1500
cg24448952,-0.5135668372055178,PAXIP1,TSS1500
cg21734487,-0.5082058279111554,PBK,5'UTR
cg27421308,-0.5126825460528263,PBLD,TSS200
cg06608374,0.43113110128338816,PBOV1,1stExon
cg14945696,0.455361511396964,PBRM1,1stExon
cg26026748,-0.5008514179519424,PBX1,Body
cg04794505,-0.5129830464775667,PBX3,TSS1500
cg25816468,-0.5141186985983609,PBXIP1,5'UTR
cg06073386,-0.521185373937172,PC,TSS200
cg06254801,0.37889922278310745,PCA3,TSS200
cg23296392,-0.5018970680954193,PCBD1,1stExon
cg27559630,-0.5188257902981345,PCBD2,Body
cg03803211,-0.5195472699485151,PCBP1,TSS1500
cg01273790,-0.5132680456457727,PCBP2,TSS200
cg07110217,-0.5066838340318928,PCBP4,TSS1500
cg02114924,-0.5000951195491641,PCDH10,TSS1500
cg13806135,-0.49591756330314957,PCDH17,TSS1500
cg27582625,-0.5084722846350825,PCDH18,TSS200
cg22936975,-0.5153452719565595,PCDH20,5'UTR
cg25051831,-0.5028446503429024,PCDH7,TSS1500
cg17535595,-0.5090083991025709,PCDH8,TSS200
cg02407785,-0.5220190988662974,PCDH9,5'UTR
cg18782991,-0.41780641209639396,PCDHB3,TSS1500
cg27140474,-0.5174702516563118,PCF11,1stExon
cg21560241,0.3889422141850485,PCGEM1,Body
cg22475904,-0.502367862349519,PCGF1,Body
cg08932052,-0.5101101687058418,PCGF2,5'UTR
cg27661711,0.42526341253423755,PCK1,TSS1500
cg15467148,-0.5077534340379334,PCK2,1stExon
cg06008158,-0.5198440000530968,PCM1,5'UTR
cg05682094,-0.5201614508698699,PCNA,TSS1500
cg01106419,0.42795270614010034,PCNAP1,TSS1500
cg08366952,-0.5183455559097986,PCNP,TSS200
cg02503257,-0.5156528876799013,PCNT,TSS200
cg16230720,-0.49464903670609944,PCSK1,TSS1500
cg18223947,-0.5014649125706655,PCSK2,Body
cg11990980,-0.5091592460258579,PCSK6,1stExon
cg09951485,-0.5105199757017173,PCSK7,TSS1500
cg08920610,-0.4982765100716393,PCSK9,1stExon
cg09462477,-0.5218320709071913,PCYT1A,TSS200
cg17614564,-0.518049274809625,PCYT2,TSS200
cg24434963,-0.5143644480685259,PDAP1,TSS200
cg07840186,0.4508147452471791,PDC,Body
cg10526431,0.4532663248828608,PDCD1,Body
cg23731212,-0.5168024598326268,PDCD10,TSS200
cg14374994,0.45195484824679755,PDCD1LG2,Body
cg18651821,-0.5121888664074332,PDCD2,TSS1500
cg26881277,-0.5124167913402108,PDCD4,5'UTR
cg20149493,-0.500606114021558,PDCD5,TSS1500
cg01856650,-0.5130200349062559,PDCD6,TSS200
cg26135967,-0.5166301395414186,PDCD6IP,TSS200
cg20390606,-0.49113138675610574,PDCL,TSS200
cg26723355,-0.484526057542397,PDE10A,TSS1500
cg23468897,-0.5013494873932703,PDE11A,Body
cg21657876,-0.5156674345610813,PDE2A,TSS1500
cg23367478,-0.49764181081488695,PDE3A,TSS1500
cg06396656,-0.5066648189734011,PDE3B,Body
cg00565070,-0.510294262247388,PDE4A,TSS1500
cg13866577,-0.5065387239666872,PDE4B,Body
cg10738026,-0.511161345513088,PDE4C,TSS200
cg07200957,-0.5066403182199571,PDE4D,Body
cg10822149,-0.5173144058552459,PDE4DIP,Body
cg09543727,-0.5126044530558576,PDE5A,TSS1500
cg07303496,-0.5126790309586488,PDE6D,TSS200
cg16138674,0.4512096412129547,PDE6H,TSS1500
cg09040184,-0.5092629828509834,PDE7A,TSS200
cg08109136,-0.49135288208107514,PDE7B,TSS200
cg11392877,-0.5159407033481981,PDE8A,TSS1500
ch.5.1450929R,-0.5099026544805573,PDE8B,3'UTR
cg02192472,-0.428844672051281,PDF,TSS1500
cg13957198,-0.5197669516587997,PDGFA,TSS200
cg11714334,-0.5173440929119709,PDGFB,Body
cg20736997,-0.5077193287959152,PDGFC,1stExon
cg07748540,-0.5081586696944619,PDGFD,1stExon
cg13002939,-0.5166348432807982,PDGFRA,TSS1500
cg12727795,-0.5038766125557151,PDGFRB,TSS1500
cg04681849,-0.5139379953971294,PDGFRL,TSS1500
cg09194750,-0.5132809952473226,PDHX,TSS1500
cg00382227,0.445600565812253,PDIA2,Body
cg25423280,-0.49804051869728516,PDIA3,TSS200
cg12738264,-0.5197387967056816,PDIA4,TSS200
cg01172315,-0.5177786860096235,PDIA6,TSS200
cg10199164,-0.5188392495007816,PDIK1L,TSS200
cg05702952,-0.5093940015241787,PDK1,1stExon
cg23221605,-0.5164720936306424,PDK2,TSS1500
cg13773614,-0.50565210510247,PDK4,TSS1500
cg09144424,-0.5018245183579386,PDLIM1,1stExon
cg20449614,-0.5139572429753939,PDLIM2,Body
cg25581330,-0.495856216139952,PDLIM3,Body
cg02033258,-0.5025276406442916,PDLIM4,TSS200
cg12748915,-0.5116173475762938,PDLIM5,TSS200
cg09572106,-0.5137345776771433,PDLIM7,TSS1500
cg03578886,-0.5141428042256362,PDP1,TSS1500
cg23729479,-0.5146961089865334,PDPK1,5'UTR
cg09804380,-0.5022710845071404,PDPN,TSS1500
cg11189139,-0.5195044392081937,PDRG1,TSS200
cg00780250,-0.5155637297255226,PDS5A,5'UTR
