ID,dbeta,UCSC_RefGene_Name
cg05674990,-0.520138791676496,MMP25
cg02706104,0.45248718368264707,MMP26
cg13252516,0.4389141535058422,MMP27
cg13326172,-0.5163462922626948,MMP28
cg16466334,0.4405202456289595,MMP3
cg01813071,-0.4590940441234428,MMP7
cg01092036,0.445708507911074,MMP8
cg12071656,-0.5163576013636133,MMP9
cg24901637,-0.4893704602415566,MMRN1
cg02897527,-0.46086875762642365,MMRN2
cg26510027,-0.5021339300018467,MMS19
cg25803927,-0.5108065165506844,MN1
cg02907513,-0.49781649450434684,MNAT1
cg12940054,-0.520123732421684,MNT
cg18353196,-0.5122317859684963,MNX1
cg05199950,-0.5117152170893285,MOAP1
cg17375177,0.4520851378973582,MOG
cg23361708,-0.5195549818490465,MOGS
cg02590292,-0.5132169319594103,MORC2
cg22461018,0.28207182990909596,MORF4
cg25789882,-0.5079787532100248,MORF4L1
cg03188064,-0.4715138506722144,MORN3
cg15836635,-0.5033227694031543,MOS
cg01352921,-0.5172413795818234,MOSPD3
cg14008640,0.44477359756947266,MOV10L1
cg00103783,-0.5201015574263672,MPDU1
cg22117143,0.43840643579718724,MPDZ
cg11179518,0.3916104108282699,MPEG1
cg15768556,-0.5248540727084303,MPG
cg02588737,-0.5150266680394553,MPHOSPH10
cg08355340,-0.51298931410196,MPHOSPH6
cg22656705,-0.5191373783018141,MPHOSPH8
cg18023640,-0.516385242887526,MPI
cg21109518,0.4544993130001299,MPL
cg04988978,-0.30939570904403507,MPO
cg21989213,-0.5193430764880982,MPP2
cg04611479,-0.5101332331515401,MPP3
cg24011228,-0.5146436338696806,MPPE1
cg12748332,-0.500855248045631,MPPED2
cg10400269,-0.5094985855647698,MPRIP
cg14850181,-0.5196118566098357,MPST
cg10896862,-0.49775015025320896,MPZ
ch.1.3280899F,-0.5137469711877222,MPZL1
cg23037321,-0.5104249346435371,MR1
cg27249178,-0.5106933762244038,MRAS
cg09267324,-0.5076821647475492,MRC2
cg20791323,0.436306242973891,MRGPRD
cg03833400,0.3482159126119779,MRGPRX1
cg10378819,0.43712914646588824,MRGPRX3
cg16010467,0.40905261293412115,MRGPRX4
cg25417344,-0.5118736570309964,MRI1
cg20398928,-0.5125642869969252,MRO
cg09948425,-0.47710081764793616,MRPL13
cg19401923,-0.5219549226362726,MRPL19
cg09226044,-0.5030023822103852,MRPL28
cg16069236,-0.517013867204337,MRPL39
cg23957084,-0.49355001701365653,MRPL40
cg14370784,-0.49117946504439064,MRPL41
cg18195628,-0.5121152198128947,MRPL48
cg18503387,-0.5091166396386085,MRPS23
cg21927362,-0.5176641018656571,MRPS30
cg17299456,-0.48624433918760385,MRVI1
cg25996571,0.4389518682524754,MS4A1
cg23532119,0.4411409602804382,MS4A12
cg18774435,0.41128716842574287,MS4A3
cg11382963,-0.5023280511097148,MSC
cg17129141,-0.5216831179157755,MSH2
cg16401290,-0.5146984261288275,MSH3
cg19076255,-0.5169667696440421,MSH6
cg13882203,-0.506899942144328,MSI1
cg15632808,-0.5115522686215177,MSI2
cg02728748,-0.5182510655754925,MSL2
cg08185808,0.4589104191033082,MSLN
cg12083644,0.4522260426502374,MSMB
cg14264571,0.42020879130852995,MSMP
cg10836855,0.443827774244987,MSR1
cg12848467,-0.519403658722068,MSRA
cg12046168,-0.5066122457500243,MSRB2
cg02310733,-0.5036237038969632,MSRB3
cg08469640,-0.508945318678718,MST1
cg01181817,-0.5120080089378436,MST1R
cg10422816,0.44753777907439585,MSTN
cg11986615,-0.5009973487910248,MSTO1
cg26615830,-0.5092903269127623,MSX1
cg26615160,-0.4971928832587002,MSX2
cg00509108,-0.47572819575725495,MT1A
cg04738130,0.44396683471345866,MT1B
cg27334900,-0.5010802533871951,MT1DP
cg06463589,-0.5152405343634995,MT1E
cg00728317,-0.5116948219225164,MT1F
cg07791866,-0.4671381400173376,MT1G
cg26937772,0.3603174914308638,MT1H
cg17545418,-0.46578752073219853,MT1IP
cg10506097,-0.4479882455322933,MT1L
cg07229186,-0.49273218257230966,MT1M
cg08917795,-0.5137054221666435,MT1X
cg16737422,-0.516794284963103,MT2A
cg08270206,-0.5158788558496732,MT3
cg11146173,-0.5096283345027771,MTA1
cg03732122,-0.520300854638353,MTA2
cg01129751,-0.49824413333294676,MTA3
cg00230302,-0.5027054040940242,MTAP
cg02510299,-0.5180875506334339,MTBP
cg21206266,-0.5151053704900062,MTDH
cg12477165,-0.5124208762887367,MTF1
cg09936581,-0.51556857353081,MTF2
cg10599479,-0.5080643740117163,MTFMT
cg09323247,-0.5061430631665603,MTG1
cg00691969,-0.5083894652089078,MTHFD1
ch.6.2925136R,-0.5155177406960154,MTHFD1L
ch.2.1685112F,-0.5229213348820541,MTHFD2
cg08269394,-0.5135815360258568,MTHFR
cg25385116,0.4408416935456734,MTMR11
cg04828284,-0.5143798977166694,MTMR14
cg23963595,-0.5089635572383111,MTMR2
cg17919465,-0.4922648369230278,MTMR3
cg11377730,-0.47093387851522944,MTMR7
cg10009056,-0.47875833164276455,MTNR1A
cg10712687,0.4512979422581228,MTNR1B
cg13997649,-0.5155875347612275,MTO1
cg24863624,-0.519126072138444,MTOR
cg26884567,-0.5209427920148115,MTPAP
cg13088206,-0.5239380740781631,MTR
cg21803417,-0.518566802124578,MTRR
cg15131761,-0.5124744416155004,MTSS1
cg25779349,-0.5002928582934006,MTTP
cg22996534,-0.5061927121910834,MTUS1
cg03437914,-0.5116416090532991,MTX1
cg07399355,-0.511345889781414,MUC1
cg09987889,-0.5075551010411499,MUC12
cg22907034,0.45125275945895715,MUC13
cg03087937,0.43547057818154933,MUC15
cg02391549,0.44729242989210877,MUC16
cg22451910,-0.40961358311281915,MUC17
cg19902122,0.45767677298945025,MUC2
cg01971370,0.44388163765283567,MUC20
cg13126982,-0.4710515045457695,MUC21
cg07190407,-0.5006094395737911,MUC4
cg26774803,0.45689542899268604,MUC5B
cg04539057,0.46153276024659606,MUC6
cg08247600,0.4235357705586383,MUC7
cg07869256,-0.456518990807963,MUCL1
cg09354021,-0.5162566835242196,MUL1
cg14915749,-0.5121096692577402,MUS81
cg15457731,-0.514427389050075,MUTYH
cg07444898,0.4578885375863007,MVD
cg26990835,-0.5089274966047109,MVP
cg22152328,-0.5160664988060415,MX1
cg05797333,-0.515031981174553,MXD1
cg11461836,-0.5146387364100367,MXD3
cg00002490,-0.5134451778057054,MXD4
cg07150538,-0.5176266832109435,MXI1
cg13400176,-0.5169151291030858,MYB
cg23916158,-0.5147691412075094,MYBBP1A
cg17826393,-0.5124777308960082,MYBL1
cg08290421,-0.5177259758684188,MYBL2
cg23536555,0.4226815543767181,MYBPC1
cg14642259,0.45765160472126537,MYBPC3
cg25023257,0.4364189649443425,MYBPH
cg11688275,-0.5226446258557759,MYC
cg01515913,-0.5172054103136412,MYCBP
cg20779700,-0.5149944992895698,MYCBP2
cg27403810,-0.49196355093996147,MYCBPAP
cg00814244,-0.5122374563036197,MYCN
cg17360299,-0.48580724702508304,MYCNOS
cg02830467,0.10692796807880135,MYCT1
cg02829783,-0.5084933473551638,MYD88
cg24127639,-0.4775219066863852,MYEOV
cg14952949,-0.39703045033707146,MYF5
cg22344727,-0.45010539270779476,MYF6
cg01044722,-0.5136468183370334,MYH10
cg15488251,-0.5008283918945775,MYH11
cg21755725,-0.49150268113159007,MYH14
cg07416502,0.45103302398632195,MYH2
cg11060461,0.44776840497695225,MYH6
cg15046388,0.4240868793171682,MYH8
cg11691093,-0.5116124387019091,MYH9
cg13027933,0.4410650060405177,MYL1
cg00377133,-0.5151832767619758,MYL12A
cg14462626,-0.5177870765206128,MYL12B
cg04735123,0.45813908410921383,MYL2
cg07682937,-0.5133310455204324,MYL6B
cg26287345,-0.4530353601648979,MYL9
cg19055458,-0.517435398069238,MYLIP
cg04583043,-0.5102931694947198,MYLK
ch.5.432310R,-0.5123828155301766,MYO10
cg02458237,-0.5071150005786429,MYO15A
cg13348246,-0.513512066961738,MYO18B
cg21582956,0.43023484572380477,MYO1A
cg15617019,-0.5157438437573525,MYO1B
cg24586653,-0.5154032091527311,MYO1C
cg12855166,-0.5148314629821674,MYO1D
cg03146158,-0.518891539708532,MYO1E
cg21534413,-0.5076594633303279,MYO1F
cg21188037,-0.5164533270756181,MYO1G
cg17447014,-0.515430895947719,MYO5A
cg06504512,-0.5121567528350962,MYO5B
cg17055145,-0.5019701594185001,MYO6
cg09700210,-0.4959233611054531,MYOCD
cg22653976,-0.46971476236387766,MYOD1
cg02423930,-0.5122372208863919,MYOF
cg25729585,0.4471998231135059,MYOG
cg25541958,-0.5126055662997886,MYOM2
cg06995966,0.40888398380199514,MYOT
cg26689203,-0.5101907909650841,MYOZ2
cg15621297,-0.5148884025524467,MYPOP
cg03768925,-0.5125215581649425,MYSM1
cg03674841,0.4526912235926069,MYT1
cg05974816,-0.5171925620424724,MYT1L
cg01050704,-0.5139437927497853,MZF1
cg16117774,-0.5210848193120966,NAA15
cg19878849,-0.5132234136556854,NAA25
cg08782557,-0.5139347008255276,NAA40
cg24454435,-0.5141041939753009,NAA50
cg13527630,-0.5167223491836538,NAAA
cg23912823,-0.5188740009017567,NAB2
cg11004401,-0.5230234246547071,NACA
cg22339744,-0.4939820191245615,NACC1
cg13785949,-0.5167266464742745,NAF1
cg13614092,-0.5193801148491951,NAGLU
cg09729918,-0.5036307844797767,NAIF1
cg27059340,0.4054745904351213,NAIP
cg19772754,-0.5141317394169324,NAMPT
cg20970752,0.4584674738123608,NANOG
cg15752043,-0.5090950595558051,NANOS1
cg05206559,-0.40326645330158184,NANOS2
cg09479134,-0.5184990775967075,NANP
cg25479216,-0.5145751839556914,NANS
cg26576481,-0.5157698393037856,NAP1L1
cg11560985,-0.5184897597171133,NAP1L4
cg00342590,0.4155631989291357,NAPSA
cg24832215,-0.471882029874018,NAPSB
cg25599763,-0.5190025047673187,NASP
cg21172319,-0.5096524958758991,NAT1
cg17600693,-0.5205556152517458,NAT10
cg19910147,0.44133104730894623,NAT2
cg07899983,-0.24848019533617183,NAT8B
cg06822120,-0.5122665255194451,NAT8L
cg20217872,-0.4669925937038683,NAV3
cg15298594,-0.5163429750940726,NBAS
cg04944266,-0.5115799943993472,NBEA
cg20674725,-0.5169033291691018,NBEAL2
cg23295592,-0.5020658296572218,NBL1
cg14813019,-0.5142299829999026,NBN
cg09507771,-0.5166011027634372,NBPF1
cg08727972,0.4433324969972992,NBPF14
cg09441966,-0.5196089224539706,NBR2
cg07749724,-0.5146278040450623,NCAM1
cg04314308,-0.5063296399740086,NCAN
cg01333619,-0.5172299277744825,NCAPD3
cg14377370,-0.5206411835712005,NCAPG
cg00516501,-0.5097828351813077,NCAPG2
cg05590793,-0.5192355208501409,NCK1
cg12089656,-0.5160317558461809,NCK2
cg22284034,-0.5129960750430084,NCKAP1
cg21376733,-0.5157276763538688,NCKAP1L
cg16228589,-0.5129528529890798,NCKIPSD
cg00616369,-0.5164511220044706,NCL
cg27015161,0.45838886837796605,NCOA1
cg26068141,-0.5138072739516106,NCOA2
cg09560912,-0.5157066758738141,NCOA3
cg15032638,-0.51719209457281,NCOA4
cg15584258,-0.5178510115574602,NCOA5
cg06425556,-0.5066148617093238,NCOA6
cg09649686,-0.5152302693111909,NCOA7
cg00253204,-0.5139374379238447,NCOR1
cg02053964,-0.5155549407798731,NCOR2
cg12123879,-0.47874905689461245,NCR1
cg03820379,0.43434321971446443,NCR2
cg08610982,-0.4661302587899307,NCR3
cg25233208,0.4007900771736335,NCRUPAR
cg26820501,-0.5120270557536801,NCSTN
cg05407825,-0.5173295606342933,NDC80
cg21321885,-0.5207150548471979,NDE1
cg11872504,0.3855856339285438,NDN
cg18745406,-0.5196264943764255,NDRG1
cg05246507,-0.5074066250525416,NDRG2
ch.20.739424F,-0.5127445256180055,NDRG3
cg01733271,-0.5175147789686713,NDRG4
cg24153754,0.45172579557497217,NDST1
cg27063986,0.44965349004360566,NDST4
cg11562759,-0.517565320045382,NDUFA13
cg02076804,-0.5222010965835011,NDUFA4
cg16835618,-0.5124479686722535,NDUFA4L2
cg06058431,-0.5100511371959336,NDUFAB1
cg18345844,0.4523623951585548,NDUFB2
cg16758041,-0.5118319652387785,NDUFB6
cg20958720,-0.5135950175913873,NDUFS1
cg08139833,-0.5225318688197668,NDUFS8
cg12637942,-0.5147843216413652,NEAT1
cg11787785,-0.5019826345544758,NEBL
cg09498379,-0.5167140512340184,NEDD4
cg27105827,-0.518126882131315,NEDD4L
cg25055403,-0.5140720615679432,NEDD8
cg10308812,-0.521398145785134,NEDD9
cg10188823,-0.44817455590338695,NEFH
cg01614020,-0.49846985723881926,NEFL
cg09234518,-0.49616081289386554,NEFM
cg01425670,-0.5088856597956299,NEGR1
cg26752888,-0.5105514889400196,NEIL2
cg05367790,-0.5142332433248721,NEIL3
cg07091392,-0.5202283898632648,NEK1
cg22415969,-0.5205320992551757,NEK10
cg09897338,-0.516122750848179,NEK2
cg08287471,-0.49288186223264996,NEK6
cg00194207,-0.5167516296940784,NEK8
cg08847533,-0.5139406627041019,NEK9
cg01563031,-0.5094963350362408,NELL1
cg13055665,-0.5024259327299034,NELL2
cg17150474,-0.5102057375408144,NEO1
cg17872853,-0.5118911825641174,NES
cg25822326,-0.5148961373047077,NET1
cg04660816,-0.5170912808684369,NETO2
cg17707984,-0.5175047267353545,NEU1
cg20795863,0.45112152569193203,NEU2
cg15734123,-0.5183374314026044,NEU3
cg03877418,0.4570054383338082,NEU4
cg06963053,-0.5076861508955139,NEUROD1
cg03569748,-0.5001735274648456,NEUROD2
cg22630755,-0.5089738396773933,NEUROG1
cg09154558,-0.5037938792084824,NEUROG3
cg20967975,-0.5041385414164897,NEXN
cg10024000,-0.5167990745570166,NF1
cg10400825,-0.5192152934284185,NF2
cg05369166,-0.4945791637780373,NFASC
cg26183662,-0.5160159112231014,NFAT5
cg06973760,-0.5170535266584207,NFATC1
cg27581965,-0.5116982405765708,NFATC2
cg07117119,-0.5173204381310305,NFATC3
cg25076767,-0.5120148655482815,NFATC4
cg22026610,-0.5026089593968737,NFE2
cg09793807,-0.5136338598925771,NFE2L1
cg21382890,-0.5158183249152561,NFE2L2
cg13118545,-0.5104705656058336,NFE2L3
cg21412992,-0.5176370056861115,NFIA
cg01518631,-0.4823671198865305,NFIB
cg27477148,-0.5148301429228075,NFIC
cg13413755,-0.5123599813565591,NFIL3
cg02761523,-0.5133235724188505,NFIX
cg01137708,-0.5187842642427686,NFKB1
cg13542817,-0.5211973063841703,NFKB2
cg05852416,-0.5136459118825023,NFKBIA
cg27608028,-0.5115334452031824,NFKBIE
cg09780039,-0.5193737224043419,NFKBIZ
cg09297145,-0.5126725445163774,NFYA
cg23272632,-0.49659074859827085,NGB
cg13613280,-0.47763580966423447,NGF
cg05817031,-0.5142814412758131,NGFR
cg13305165,-0.516878775432938,NGLY1
cg24106636,-0.4940260396146247,NHLH2
cg02957057,-0.49752743826499685,NID1
cg26394244,-0.514728383939608,NID2
cg10089247,-0.5081887989678294,NIF3L1
cg10083996,-0.5089577554255957,NIN
cg11828766,-0.5161403352800445,NINJ1
cg09804398,-0.515913492033721,NINL
cg12611063,-0.5135168532947378,NIPBL
cg00876153,-0.5152614483881481,NIPSNAP1
cg21593670,-0.4921724127554174,NISCH
cg04865672,-0.5141279016934989,NIT1
cg17818184,-0.5214583900915624,NIT2
cg18457076,-0.5098626362339956,NKAIN2
cg18900535,0.43980348877983927,NKAPL
cg03214308,-0.5057608171449253,NKD1
cg02345266,-0.5100700148614338,NKD2
cg24938498,-0.519116526801826,NKTR
cg14867569,-0.5096658605727272,NKX2-1
cg23114866,-0.49896499716222026,NKX2-2
cg05432973,-0.5188184672251696,NKX2-3
cg01282074,-0.5085304428271662,NKX2-5
cg09802608,-0.5076593833336684,NKX2-8
cg18502021,-0.5101501394616363,NKX3-1
cg08444220,-0.5067112846274294,NKX6-2
cg03403688,0.4591912135265172,NLGN2
cg25992610,-0.5098534702702737,NLK
cg24907970,-0.5190976249453821,NLN
cg03065612,-0.5086153741373906,NLRC3
cg22713339,0.45189143496567064,NLRC4
cg02493440,-0.5192332926682094,NLRC5
cg00268086,-0.5029808786337682,NLRP1
cg10968958,0.4357532478142881,NLRP2
cg03505654,-0.5024314031202208,NLRP3
cg11717054,-0.46328571036567184,NLRP6
cg17231661,-0.5130173116660605,NLRX1
cg17891194,-0.51862780665648,NMB
cg26365690,-0.4845896961626048,NMBR
cg16568530,-0.5202351914464421,NME1
cg11599457,0.44309014402278385,NME1-NME2
cg11249998,-0.5118375477098137,NME2
cg00485296,-0.5088153704789543,NME3
cg00221969,-0.4876711067513653,NME4
cg14046365,-0.5119191086701168,NMI
cg02338858,-0.5134344295421821,NMNAT1
cg00767642,-0.504420455589442,NMNAT2
cg19583265,0.37761789194334977,NMS
cg10755730,-0.5192645582649908,NMT1
cg04895321,-0.5200363191180284,NMT2
cg04427852,-0.5011167476448515,NMU
cg23566503,-0.1086368012886782,NNAT
cg14520913,0.432485891460432,NNMT
cg12656077,-0.522340777371603,NNT
cg01432878,-0.5126932121117403,NOB1
cg24664590,-0.5151422110852095,NOC2L
cg16391151,-0.5158577860178679,NOD1
cg02119982,0.4562598940431652,NOD2
cg15909933,-0.49264817221003143,NODAL
cg15002214,-0.5128116965805523,NOG
cg00332745,-0.503802803371736,NOL3
cg08141495,-0.5030701586318667,NOL4
cg16253168,-0.519353163191941,NOL7
cg01566460,0.44286931694805826,NOL9
ch.10.2186853R,-0.5242514487508586,NOLC1
cg26166446,0.4551821810788367,NOP14
cg01252586,-0.5170023110054759,NOP16
cg17975492,-0.522969600831546,NOP2
cg17747171,-0.5028942614717791,NOP56
cg04883903,-0.49774003017788543,NOS1
cg00776464,-0.5143650934047712,NOS1AP
cg02976568,-0.4949889979453443,NOS2
cg25007250,0.4500103086815589,NOS3
cg20042228,-0.5041076860929161,NOTCH1
cg07963760,-0.5070789963902894,NOTCH2
cg21514227,-0.5105070215595149,NOTCH3
cg24642916,-0.5200763321281878,NOTCH4
cg07559273,-0.486128666907888,NOVA1
cg13445126,-0.5079884793538737,NOVA2
cg08725840,-0.4795624771191521,NOX4
cg10227187,-0.4985008414953401,NOXO1
cg14383135,-0.5073551401447374,NPAS2
ch.14.270578R,-0.5013833051987163,NPAS3
cg16788234,-0.4938438403763248,NPAT
cg07778080,-0.5145497962624246,NPC1
cg15419054,-0.47889928086616623,NPEPPS
cg14039952,-0.5168725617629593,NPM1
cg17710288,-0.513992907284326,NPM3
cg00093890,-0.5114991920831558,NPNT
cg09581756,0.4339458385057071,NPPA
cg23127249,-0.5116585655851902,NPPC
cg26246928,-0.5079527347217383,NPR1
cg14030728,0.43690126794629675,NPR2
cg01822624,-0.5136884006927271,NPR3
cg09640621,0.3180565835944388,NPS
cg24999308,-0.5057476080791915,NPTN
cg13355248,-0.5072906615912736,NPTX1
cg01613455,-0.5119301073365718,NPTX2
cg24885417,-0.5068584741996596,NPY
cg27504805,-0.5104299872585328,NPY2R
cg13975625,-0.506630919658827,NPY5R
cg09516362,-0.5179448574884266,NQO1
cg00920990,-0.5164918410782073,NQO2
cg24580782,0.43355233102949103,NR0B2
cg02937233,-0.514488679840744,NR1D1
cg24341299,-0.5081213434642062,NR1H2
cg14181223,-0.520772653889585,NR1H3
cg08098450,0.44647887282317067,NR1H4
cg24129382,-0.5103887584393797,NR1I2
cg06927327,0.42619422060623796,NR1I3
cg07851808,-0.5128823008425142,NR2C2
cg26856330,-0.5158623876041892,NR2C2AP
cg04407470,-0.5112491648536194,NR2E1
cg12355108,0.44472299932115006,NR2E3
cg24528447,-0.4940042144395031,NR2F1
cg01370181,-0.5086674199866483,NR2F2
cg00865724,-0.5174386876431778,NR2F6
cg26720913,-0.5205471914054092,NR3C1
cg24525872,-0.5137046735349334,NR3C2
cg12610867,-0.509278065525314,NR4A1
cg13945301,-0.515501011891136,NR4A2
cg13666703,-0.5197335917552962,NR4A3
cg14458908,0.4482715253452968,NR5A1
cg24352938,-0.5111743876087618,NR5A2
cg14377982,-0.5123648946231633,NR6A1
cg13865502,-0.5089248520874969,NRARP
cg00252422,-0.5134430585676434,NRAS
cg09131844,-0.5136314115505551,NRBP1
cg17885062,-0.5011887804738226,NRCAM
cg25798982,-0.5155099318755318,NRF1
cg06926782,-0.4876348022307987,NRG1
cg00371829,-0.4769002755399929,NRG4
cg21770330,-0.5148116963525526,NRGN
cg19801421,-0.512205810051063,NRIP1
cg23915314,-0.5135264573899563,NRL
cg07994987,-0.5115730955262177,NRN1
ch.10.844982F,-0.5164064778603598,NRP1
cg17809414,-0.5125324887269135,NRP2
cg01070355,-0.4980821942620142,NRSN1
cg24657604,-0.5162685326016764,NRSN2
cg11575912,-0.5125622965140242,NRTN
cg08881067,-0.5180681092803772,NSA2
cg03536787,-0.5107772478331744,NSD1
cg00347824,-0.5179059560689402,NSMAF
cg01541629,-0.5176733143526735,NSUN2
cg27330627,-0.5167076472807114,NSUN5
cg05884756,-0.5124082695777835,NT5C
cg23045719,-0.48283681018293007,NT5C1A
cg03897607,0.4446934717400101,NT5C1B
cg09865173,-0.5131566185926443,NT5C2
cg09455182,-0.5113956495439423,NT5DC2
cg17488985,-0.508761187790059,NT5E
ch.12.158852F,-0.5135153903769798,NTF3
cg20471045,-0.41458763498297324,NTF4
cg02263479,-0.5170104228215289,NTHL1
cg03189990,-0.5084001933471772,NTM
cg13148126,-0.5185211367790599,NTN1
cg04738301,-0.5150090113212871,NTN4
cg01559617,-0.5085298322776981,NTNG1
cg13422850,-0.5095567688792498,NTNG2
cg12499211,-0.5071442709054451,NTRK1
cg01009697,-0.5035517894497208,NTRK2
cg11525479,-0.5205341506639123,NTRK3
cg04916911,-0.4703080839667571,NTS
cg09893588,-0.5114727917099765,NTSR1
cg22764639,-0.501309794108909,NUAK1
cg04312919,-0.5184653830070711,NUAK2
cg03547722,-0.5098551845678461,NUBP1
cg07029397,-0.5109744897641976,NUCB2
cg14239491,-0.5121064703066306,NUCKS1
cg26101683,-0.5196338252186763,NUDCD1
cg07287682,-0.5200564482524195,NUDT1
cg02941219,-0.5151630388857441,NUDT21
cg17586365,-0.5162815418479233,NUDT5
cg09936566,-0.5162772001639737,NUF2
cg05649885,-0.5194442031245611,NUFIP2
cg16012919,-0.5129513730109031,NUMB
cg19221841,-0.5126186926277009,NUMBL
cg03354009,-0.5161431209025705,NUP107
cg04765285,-0.5106264713358997,NUP153
cg01131549,-0.5196791582585482,NUP214
cg22608147,-0.5073400630363291,NUP54
cg17177829,-0.5144377190934576,NUP62
cg00138451,0.43113942649540216,NUP88
cg10027237,-0.5091155152840908,NUP93
cg03083542,-0.5098989269267129,NUP98
cg16576597,0.41169097898333995,NUPR1
cg04350358,-0.5193770631605534,NUS1
ch.15.429642R,-0.5193411930095174,NUSAP1
cg09500002,0.4450365457353419,NWD1
cg05865567,-0.5166560820811252,NXF1
cg17294308,-0.5076351763712752,NXN
cg09828625,-0.5222054692408219,NXT1
cg13483603,-0.5196276886665379,OAS1
cg25319449,-0.521684807214604,OAS3
cg13948230,-0.5199289633120897,OAT
cg00008839,-0.517530174303114,OAZ1
cg13941436,0.3591504994020606,OBP2A
cg15278646,-0.5177325707812092,OCA2
cg08942875,-0.511805201514024,OCIAD2
cg17392648,-0.5153677675777405,OCLN
cg25569624,0.30127354938049244,OCM
cg04570669,0.42055511907499815,ODAM
cg00071565,-0.5183069387005222,ODC1
cg25255602,0.45073938404605324,ODF1
cg20703290,-0.51909354241222,OGDH
cg12503575,-0.5112211690182245,OGDHL
cg08525481,-0.5165074754646741,OGFR
cg19391888,-0.5097891067687531,OGG1
cg13831848,0.4470766740214752,OGN
cg08180032,-0.4997291706918941,OIP5
cg12582008,0.44514029298304414,OLFM4
cg17253459,0.43325630269683046,OLFML3
cg26770917,-0.5140011305106564,OLIG1
cg23253569,-0.5046544470216034,OLIG2
cg12203957,0.439304881786876,OLR1
cg16661813,-0.5153382812408622,OMA1
cg24425628,0.44054519199084513,OMG
cg13466901,0.43888949250914544,OMP
cg02061705,-0.4935395714731876,ONECUT1
cg14345128,-0.5109965518448484,ONECUT2
cg27222803,-0.5062433666260953,OPA1
cg07649562,-0.5030664673074817,OPCML
cg18181161,0.44955021479904334,OPN1SW
cg18102710,0.4479821685869224,OPN4
cg20003692,-0.510013646596683,OPRD1
cg25990647,-0.495310890418069,OPRK1
cg17839259,-0.5089011166604359,OPRL1
cg23384428,0.4360230948167021,OPRM1
cg05657520,0.4476359074085008,OPTC
cg13901752,-0.5122859818957776,OPTN
cg15375826,0.41598162364757757,OR10A4
cg02634507,0.40663725338697715,OR2AG1
cg23632744,0.4423233613268943,OR51E1
cg10905180,-0.46940998925196986,OR51E2
cg24082347,-0.5158523775343768,ORAI1
cg09113850,-0.5125300908348339,ORAI3
cg16408565,0.4432874418209951,ORM2
cg13476672,-0.5178366125222419,ORMDL3
cg02713851,-0.514517662976702,OSBP
cg21627589,-0.504811484000941,OSBPL7
cg16994622,-0.5171056144472815,OSBPL8
cg09662887,-0.515116775296552,OSCP1
cg08589960,-0.512510780673542,OSGIN1
cg02597698,-0.510646117280393,OSM
cg02390103,-0.5071320688772419,OSMR
cg17097782,-0.4997659052187438,OSR1
cg13667655,0.4123372191353067,OSTF1
cg20483215,-0.5095515211195064,OTOP2
cg13378628,-0.48818011039800074,OTP
cg04712457,-0.5085285667008751,OTUB1
cg12151785,-0.5121567474213511,OTUB2
cg09113141,-0.510832893432328,OTUD1
cg21028777,-0.521548150382867,OTUD4
cg27389262,-0.5120367404221838,OTUD7B
cg26736450,-0.5179960550189419,OTX1
cg17205316,-0.49837007733445166,OTX2
cg16438291,-0.5144310285792522,OVCA2
cg22997415,0.45300433104998505,OVGP1
cg20718083,-0.5146666769680279,OVOL1
cg24580066,-0.5117039717442838,OVOL2
cg16774604,-0.5189325566516679,OXA1L
cg18584747,-0.5095098330564253,OXCT1
cg19863773,0.4221351134386214,OXER1
cg22688260,-0.5212611007842053,OXNAD1
cg22346581,-0.5147157149976711,OXR1
cg19619174,-0.4887900047550543,OXTR
cg17071855,-0.5025590527184579,P2RX1
cg26620450,-0.48639501933633505,P2RX2
cg25762396,-0.4973133018472898,P2RX3
cg24632597,-0.5119055026092519,P2RX4
cg24713878,-0.5180884168706288,P2RX5
cg19789653,-0.5187701625984371,P2RX6
cg06933924,-0.49766567914028653,P2RX7
cg08570275,-0.5107940098532578,P2RY1
cg26182497,0.4415383920838081,P2RY12
cg07375150,-0.45161316860688006,P2RY13
cg26046204,-0.5043517732493722,P2RY2
cg10287303,-0.5179794816222154,P4HA1
cg24887267,-0.5086596682400087,P4HA2
cg25756853,-0.5080887987826038,P4HA3
cg15882999,-0.5171046138051196,P4HB
cg17527142,-0.5171244930775633,P4HTM
cg03433549,-0.5151019708770067,PA2G4
cg02879661,-0.5179391698940663,PABPC1
cg11224362,-0.5187342320730886,PABPC4
cg26357017,-0.515298587501457,PABPN1
cg02481015,-0.5110896846801337,PACRG
cg14541915,-0.509049507700502,PACS1
cg13276896,-0.5138022319342339,PACS2
cg23232880,0.4483150231791463,PADI1
cg19282714,-0.5049143563114434,PADI2
cg03547640,-0.48918852118904377,PADI4
cg01055695,0.4173088285408863,PAEP
cg15817923,-0.5136781772671164,PAF1
cg18688522,-0.5060328958322882,PAFAH1B1
cg18078696,-0.5130755096184976,PAFAH1B2
cg03660911,-0.5125155808552846,PAG1
cg15963417,-0.5081452557969731,PAH
cg01962650,-0.5169924972299961,PAICS
cg25124965,-0.515957592921039,PAIP2
cg25681618,-0.5166349764515542,PAIP2B
cg22207602,-0.5164397039104446,PAK1
cg21244153,-0.50059308164175,PAK2
cg02704345,-0.5111381827368439,PAK4
cg18097281,-0.5156221367573915,PAK6
cg09705885,-0.5193917167500482,PALB2
